,GeneName,up1.5,up2,up5,up10,dn1.5,dn2,dn5,dn10,all,unchange1.5,unchange2,unchange5,unchange10,HN1.5,HN2,HN5,HN10
6432,Gask1b,40,23,5,3,82,54,16,2,242,120,165,221,237,-42,-31,-11,1
6677,Gm10037,46,36,14,8,64,51,25,8,242,132,155,203,226,-18,-15,-11,0
14204,Pask,40,20,2,1,76,55,13,2,242,126,167,227,239,-36,-35,-11,-1
1069,Als2,32,17,3,2,63,32,14,11,242,147,193,225,229,-31,-15,-11,-9
12124,Ndufa9,20,14,2,2,54,32,13,8,242,168,196,227,232,-34,-18,-11,-6
6669,Glul,56,29,2,2,44,27,13,11,242,142,186,227,229,12,2,-11,-9
12108,Ndst2,24,9,2,1,76,54,13,3,242,142,179,227,238,-52,-45,-11,-2
12094,Ndc80,34,16,1,0,71,45,12,3,242,137,181,229,239,-37,-29,-11,-3
12087,Ncoa7,40,20,3,2,70,37,14,4,242,132,185,225,236,-30,-17,-11,-2
18954,Tbx10,32,17,2,0,61,37,13,4,242,149,188,227,238,-29,-20,-11,-4
4677,Dlx6,44,23,5,1,76,53,16,6,242,122,166,221,235,-32,-30,-11,-5
6642,Glmn,26,13,2,1,81,50,13,8,242,135,179,227,233,-55,-37,-11,-7
21407,Wfikkn1,58,30,7,2,66,43,18,7,242,118,169,217,233,-8,-13,-11,-5
15970,Rasgrf1,39,17,1,0,46,34,12,2,242,157,191,229,240,-7,-17,-11,-2
19243,Thop1,29,10,2,2,49,32,13,3,242,164,200,227,237,-20,-22,-11,-1
19589,Tmem41a,34,19,4,2,78,56,15,5,242,130,167,223,235,-44,-37,-11,-3
12168,Nectin3,34,22,4,3,63,38,15,6,242,145,182,223,233,-29,-16,-11,-3
660,Actl9,27,17,0,0,53,37,11,1,242,162,188,231,241,-26,-20,-11,-1
672,Actr6,39,19,2,2,63,34,13,6,242,140,189,227,234,-24,-15,-11,-4
115,1700094D03Rik,75,47,10,1,62,49,21,7,242,105,146,211,234,13,-2,-11,-6
14860,Plekhm3,40,16,0,0,64,42,11,3,242,138,184,231,239,-24,-26,-11,-3
15444,Prr14l,50,24,6,4,68,45,17,11,242,124,173,219,227,-18,-21,-11,-7
19352,Tm2d1,39,20,2,2,44,28,13,5,242,159,194,227,235,-5,-8,-11,-3
21775,Zfp341,40,18,1,0,59,38,12,2,242,143,186,229,240,-19,-20,-11,-2
14521,Pfkfb2,29,15,2,2,79,49,13,6,242,134,178,227,234,-50,-34,-11,-4
198,2810021J22Rik,23,10,1,0,82,58,12,1,242,137,174,229,241,-59,-48,-11,-1
5240,Eif5a2,27,15,3,0,67,41,14,3,242,148,186,225,239,-40,-26,-11,-3
12589,Nt5dc1,29,13,3,2,83,40,14,5,242,130,189,225,235,-54,-27,-11,-3
4970,Dydc1,14,11,1,1,23,18,12,8,242,205,213,229,233,-9,-7,-11,-7
18823,Tagap,50,33,4,0,70,48,15,4,242,122,161,223,238,-20,-15,-11,-4
18322,Sptbn4,29,15,1,0,67,34,12,7,242,146,193,229,235,-38,-19,-11,-7
6087,Flacc1,48,36,5,1,100,80,16,6,242,94,126,221,235,-52,-44,-11,-5
4915,Dtd1,25,11,2,2,58,37,13,8,242,159,194,227,232,-33,-26,-11,-6
12534,Nrde2,16,6,2,1,93,57,13,2,242,133,179,227,239,-77,-51,-11,-1
6905,Gm14325,56,41,16,10,71,60,27,24,242,115,141,199,208,-15,-19,-11,-14
4891,Drg1,24,16,3,2,60,33,14,9,242,158,193,225,231,-36,-17,-11,-7
6904,Gm14322,47,39,16,5,74,51,27,15,242,121,152,199,222,-27,-12,-11,-10
749,Adamtsl5,51,26,5,1,64,39,16,8,242,127,177,221,233,-13,-13,-11,-7
22143,Zmym3,35,14,4,2,79,49,15,5,242,128,179,223,235,-44,-35,-11,-3
12686,Nutm1,25,11,2,0,39,25,13,8,242,178,206,227,234,-14,-14,-11,-8
19455,Tmem150b,45,27,5,1,67,46,16,3,242,130,169,221,238,-22,-19,-11,-2
15058,Porcn,38,22,5,0,60,39,16,7,242,144,181,221,235,-22,-17,-11,-7
18511,Sting1,47,34,9,2,78,59,20,5,242,117,149,213,235,-31,-25,-11,-3
167,2310057J18Rik,28,20,2,0,53,39,13,8,242,161,183,227,234,-25,-19,-11,-8
15013,Polr1has,33,20,3,3,63,37,14,3,242,146,185,225,236,-30,-17,-11,0
5145,Egfl8,55,29,1,0,69,51,12,6,242,118,162,229,236,-14,-22,-11,-6
14581,Phex,46,24,1,1,64,36,12,6,242,132,182,229,235,-18,-12,-11,-5
7073,Gm20715,30,18,0,0,35,24,11,7,242,177,200,231,235,-5,-6,-11,-7
18499,Steap1,52,30,4,2,57,38,15,5,242,133,174,223,235,-5,-8,-11,-3
15554,Psma2,32,19,2,2,44,22,13,8,242,166,201,227,232,-12,-3,-11,-6
148,2210017I01Rik,34,25,11,1,59,55,22,9,242,149,162,209,232,-25,-30,-11,-8
7074,Gm20716,27,17,6,6,52,31,17,14,242,163,194,219,222,-25,-14,-11,-8
141,2010109A12Rik,57,43,28,13,80,61,39,19,242,105,138,175,210,-23,-18,-11,-6
5755,Fam227b,38,18,1,0,40,30,12,8,242,164,194,229,234,-2,-12,-11,-8
19085,Tenm4,35,17,2,1,75,49,13,2,242,132,176,227,239,-40,-32,-11,-1
19066,Tedc1,37,16,1,0,82,47,12,2,242,123,179,229,240,-45,-31,-11,-2
19434,Tmem130,36,18,2,0,39,31,13,2,242,167,193,227,240,-3,-13,-11,-2
14631,Phyhip,66,27,4,1,57,45,15,6,242,119,170,223,235,9,-18,-11,-5
18433,Ssxb5,12,11,9,4,21,21,20,8,242,209,210,213,230,-9,-10,-11,-4
12766,Odf3l1,40,24,3,2,49,39,14,5,242,153,179,225,235,-9,-15,-11,-3
15481,Prss12,52,32,8,2,64,38,19,5,242,126,172,215,235,-12,-6,-11,-3
19449,Tmem144,37,24,8,3,84,50,19,5,242,121,168,215,234,-47,-26,-11,-2
12754,Odad1,33,19,1,0,74,42,12,2,242,135,181,229,240,-41,-23,-11,-2
19451,Tmem147,28,15,3,3,47,28,14,6,242,167,199,225,233,-19,-13,-11,-3
18898,Tatdn3,22,13,3,3,74,47,14,4,242,146,182,225,235,-52,-34,-11,-1
4869,Dpy19l4,36,15,2,2,56,33,13,8,242,150,194,227,232,-20,-18,-11,-6
6748,Gm10681,10,10,8,7,26,24,19,13,242,206,208,215,222,-16,-14,-11,-6
71,1700020L13Rik,39,29,6,1,65,49,17,5,242,138,164,219,236,-26,-20,-11,-4
391,A26c2,1,1,0,0,13,13,11,6,242,228,228,231,236,-12,-12,-11,-6
5710,Fam178b,44,27,3,0,58,46,14,7,242,140,169,225,235,-14,-19,-11,-7
21869,Zfp568,38,20,3,0,52,33,14,7,242,152,189,225,235,-14,-13,-11,-7
18914,Tbc1d2,33,16,0,0,74,47,11,1,242,135,179,231,241,-41,-31,-11,-1
21870,Zfp57,46,29,3,2,75,46,14,6,242,121,167,225,234,-29,-17,-11,-4
6847,Gm12666,29,21,7,4,37,28,18,5,242,176,193,217,233,-8,-7,-11,-1
5398,Ephx1,52,26,4,2,45,26,15,7,242,145,190,223,233,7,0,-11,-5
7395,Gm3486,11,9,1,0,22,21,12,7,242,209,212,229,235,-11,-12,-11,-7
5410,Epp13,19,15,4,1,44,34,15,6,242,179,193,223,235,-25,-19,-11,-5
932,Aifm2,39,18,3,2,66,35,14,3,242,137,189,225,237,-27,-17,-11,-1
940,Aire,43,23,0,0,57,35,11,4,242,142,184,231,238,-14,-12,-11,-4
12235,Nfatc2ip,35,20,0,0,66,40,11,2,242,141,182,231,240,-31,-20,-11,-2
6342,Gabra1,26,14,2,1,35,24,13,7,242,181,204,227,234,-9,-10,-11,-6
15862,Rabgap1,32,12,2,2,57,34,13,8,242,153,196,227,232,-25,-22,-11,-6
15866,Rabggtb,35,16,4,4,42,30,15,8,242,165,196,223,230,-7,-14,-11,-4
18206,Speer4b,24,19,4,3,58,44,15,8,242,160,179,223,231,-34,-25,-11,-5
14770,Pla2g12a,39,17,2,2,55,30,13,9,242,148,195,227,231,-16,-13,-11,-7
348,6720489N17Rik,50,39,8,3,82,58,19,9,242,110,145,215,230,-32,-19,-11,-6
14061,Ovol2,34,29,3,0,45,36,14,7,242,163,177,225,235,-11,-7,-11,-7
18803,Taf1d,41,19,5,2,54,36,16,8,242,147,187,221,232,-13,-17,-11,-6
19248,Thrsp,62,43,6,2,58,41,17,5,242,122,158,219,235,4,2,-11,-3
15325,Prkag2,53,30,6,3,59,40,17,9,242,130,172,219,230,-6,-10,-11,-6
14731,Pitpnm3,34,9,0,0,45,33,11,5,242,163,200,231,237,-11,-24,-11,-5
449,Aanat,33,22,0,0,46,37,11,4,242,163,183,231,238,-13,-15,-11,-4
6853,Gm128,61,40,8,1,74,54,19,6,242,107,148,215,235,-13,-14,-11,-5
15739,Pwwp4a,22,14,3,0,47,30,14,5,242,173,198,225,237,-25,-16,-11,-5
5793,Fam78a,21,9,3,1,76,54,14,4,242,145,179,225,237,-55,-45,-11,-3
15741,Pwwp4c,6,6,0,0,32,25,11,4,242,204,211,231,238,-26,-19,-11,-4
801,Adgrl3,36,17,0,0,62,41,11,3,242,144,184,231,239,-26,-24,-11,-3
212,3830403N18Rik,52,30,6,3,62,51,17,6,242,128,161,219,233,-10,-21,-11,-3
7343,Gm3095,18,12,2,0,33,23,13,8,242,191,207,227,234,-15,-11,-11,-8
19312,Tkfc,30,11,2,2,57,40,13,2,242,155,191,227,238,-27,-29,-11,0
828,Adprhl1,48,35,3,1,60,38,14,5,242,134,169,225,236,-12,-3,-11,-4
430,Aaas,39,19,4,2,57,35,15,6,242,146,188,223,234,-18,-16,-11,-4
5321,Emx2,42,21,2,2,61,42,13,6,242,139,179,227,234,-19,-21,-11,-4
4833,Dot1l,35,15,2,2,65,46,13,4,242,142,181,227,236,-30,-31,-11,-2
12445,Noxo1,24,13,0,0,82,48,11,1,242,136,181,231,241,-58,-35,-11,-1
21836,Zfp469,48,28,0,0,58,37,11,3,242,136,177,231,239,-10,-9,-11,-3
5718,Fam186a,20,14,0,0,35,25,11,6,242,187,203,231,236,-15,-11,-11,-6
21837,Zfp472,32,12,2,0,72,43,13,5,242,138,187,227,237,-40,-31,-11,-5
5340,Eno4,49,28,0,0,54,34,11,4,242,139,180,231,238,-5,-6,-11,-4
7347,Gm3127,6,6,0,0,16,15,11,8,242,220,221,231,234,-10,-9,-11,-8
7348,Gm31371,24,18,2,1,41,32,13,6,242,177,192,227,235,-17,-14,-11,-5
18590,Stxbp4,41,22,3,2,57,32,14,5,242,144,188,225,235,-16,-10,-11,-3
19594,Tmem45a,65,43,8,2,62,49,19,7,242,115,150,215,233,3,-6,-11,-5
22042,Zfp950,39,19,6,2,56,31,17,5,242,147,192,219,235,-17,-12,-11,-3
14595,Phf21a,39,20,3,3,77,46,14,6,242,126,176,225,233,-38,-26,-11,-3
5901,Fbxo36,45,29,7,4,70,41,18,3,242,127,172,217,235,-25,-12,-11,1
19842,Tpst1,37,17,4,1,73,49,15,13,242,132,176,223,228,-36,-32,-11,-12
1972,Bcl2a1d,40,32,10,7,49,44,21,8,242,153,166,211,227,-9,-12,-11,-1
3107,Cep192,29,12,1,0,63,31,12,3,242,150,199,229,239,-34,-19,-11,-3
1993,Bcor,38,19,2,1,64,46,13,4,242,140,177,227,237,-26,-27,-11,-3
11564,Mrpl14,41,22,3,2,49,28,14,10,242,152,192,225,230,-8,-6,-11,-8
7734,Gm6337,27,22,7,1,39,32,18,10,242,176,188,217,231,-12,-10,-11,-9
16235,Rhbdd3,32,20,2,2,71,45,13,2,242,139,177,227,238,-39,-25,-11,0
1508,Armh2,22,17,6,0,44,39,17,8,242,176,186,219,234,-22,-22,-11,-8
1987,Bcl9,29,11,2,1,92,60,13,4,242,121,171,227,237,-63,-49,-11,-3
4298,Dagla,34,14,0,0,79,49,11,1,242,129,179,231,241,-45,-35,-11,-1
7741,Gm6401,11,10,3,1,27,26,14,10,242,204,206,225,231,-16,-16,-11,-9
3753,Cox5b-ps,49,47,35,25,54,51,46,33,242,139,144,161,184,-5,-4,-11,-8
10878,Magi2,35,18,4,0,76,52,15,4,242,131,172,223,238,-41,-34,-11,-4
3241,Chd1l,23,10,2,1,67,39,13,6,242,152,193,227,235,-44,-29,-11,-5
8020,Gpcpd1,38,18,2,1,69,45,13,3,242,135,179,227,238,-31,-27,-11,-2
1938,BC049715,70,49,15,9,74,57,26,10,242,98,136,201,223,-4,-8,-11,-1
1531,Arrdc3,43,23,2,2,74,52,13,5,242,125,167,227,235,-31,-29,-11,-3
8005,Gpatch11,32,19,3,2,50,30,14,9,242,160,193,225,231,-18,-11,-11,-7
10206,Krtap17-1,12,10,1,1,18,18,12,5,242,212,214,229,236,-6,-8,-11,-4
1536,Arsg,33,19,3,2,91,59,14,3,242,118,164,225,237,-58,-40,-11,-1
16508,Rpgrip1,56,40,13,10,97,77,24,6,242,89,125,205,226,-41,-37,-11,4
10972,Mapk15,45,27,3,1,73,46,14,5,242,124,169,225,236,-28,-19,-11,-4
16554,Rpl39l,47,31,10,4,68,59,21,12,242,127,152,211,226,-21,-28,-11,-8
9779,Kcnab2,50,30,2,0,67,44,13,6,242,125,168,227,236,-17,-14,-11,-6
10991,Mapre3,46,24,2,2,55,35,13,5,242,141,183,227,235,-9,-11,-11,-3
20939,Vmn1r181,26,17,2,0,46,33,13,5,242,170,192,227,237,-20,-16,-11,-5
1358,Aqp7,44,25,3,2,69,43,14,7,242,129,174,225,233,-25,-18,-11,-5
18021,Snrpg,32,14,2,2,50,28,13,3,242,160,200,227,237,-18,-14,-11,-1
3200,Cfap97d2,17,14,0,0,54,42,11,3,242,171,186,231,239,-37,-28,-11,-3
11680,Msl3l2,39,16,1,0,66,47,12,2,242,137,179,229,240,-27,-31,-11,-2
20479,Txnrd3,23,13,3,2,98,53,14,1,242,121,176,225,239,-75,-40,-11,1
10675,Lrrc75b,43,28,0,0,72,43,11,7,242,127,171,231,235,-29,-15,-11,-7
10680,Lrrc8e,50,26,2,0,84,53,13,5,242,108,163,227,237,-34,-27,-11,-5
20112,Trh,23,17,1,1,35,30,12,6,242,184,195,229,235,-12,-13,-11,-5
10757,Ly6f,22,16,5,2,50,43,16,8,242,170,183,221,232,-28,-27,-11,-6
17991,Sncaip,40,18,2,0,49,30,13,4,242,153,194,227,238,-9,-12,-11,-4
10819,M1ap,48,22,6,1,65,46,17,8,242,129,174,219,233,-17,-24,-11,-7
16596,Rps18-ps6,43,28,14,5,46,35,25,15,242,153,179,203,222,-3,-7,-11,-10
4337,Dcaf15,26,10,3,2,84,55,14,8,242,132,177,225,232,-58,-45,-11,-6
7816,Gm8127,19,18,6,3,32,28,17,12,242,191,196,219,227,-13,-10,-11,-9
16891,Scd4,26,10,2,0,66,40,13,4,242,150,192,227,238,-40,-30,-11,-4
1455,Arid3a,39,21,1,0,72,46,12,6,242,131,175,229,236,-33,-25,-11,-6
3679,Colca2,42,28,3,1,86,61,14,7,242,114,153,225,234,-44,-33,-11,-6
11601,Mrpl52,35,13,2,2,42,26,13,9,242,165,203,227,231,-7,-13,-11,-7
9476,Inka1,54,32,9,0,77,55,20,5,242,111,155,213,237,-23,-23,-11,-5
3018,Cdpf1,36,20,3,2,62,32,14,9,242,144,190,225,231,-26,-12,-11,-7
8843,Hsd3b2,42,15,3,2,57,35,14,6,242,143,192,225,234,-15,-20,-11,-4
3825,Cr2,31,17,9,6,70,42,20,16,242,141,183,213,220,-39,-25,-11,-10
17070,Sema3e,41,17,0,0,54,30,11,4,242,147,195,231,238,-13,-13,-11,-4
16371,Rnaseh2b,44,22,2,2,70,36,13,5,242,128,184,227,235,-26,-14,-11,-3
1779,Aunip,54,30,2,1,55,38,13,5,242,133,174,227,236,-1,-8,-11,-4
17913,Smim12,28,10,2,2,62,44,13,8,242,152,188,227,232,-34,-34,-11,-6
21081,Vmn1r87,33,7,0,0,64,33,11,3,242,145,202,231,239,-31,-26,-11,-3
1777,AU041133,40,22,4,1,75,48,15,3,242,127,172,223,238,-35,-26,-11,-2
7851,Gm8871,8,8,3,2,19,19,14,9,242,215,215,225,231,-11,-11,-11,-7
11236,Mettl8,35,19,3,2,46,29,14,8,242,161,194,225,232,-11,-10,-11,-6
11248,Mfap5,57,33,11,4,84,62,22,12,242,101,147,209,226,-27,-29,-11,-8
11358,Mkks,38,16,4,2,49,30,15,4,242,155,196,223,236,-11,-14,-11,-2
9403,Il20ra,36,21,5,0,48,38,16,11,242,158,183,221,231,-12,-17,-11,-11
7825,Gm8229,9,7,1,0,18,16,12,9,242,215,219,229,233,-9,-9,-11,-9
2622,Ccdc183,30,18,2,0,52,45,13,6,242,160,179,227,236,-22,-27,-11,-6
16360,Rnase10,30,25,4,1,69,48,15,6,242,143,169,223,235,-39,-23,-11,-5
1685,Atp23,34,12,3,2,73,50,14,7,242,135,180,225,233,-39,-38,-11,-5
4037,Ctse,35,16,1,1,42,29,12,6,242,165,197,229,235,-7,-13,-11,-5
19929,Trappc2,39,25,6,4,63,40,17,11,242,140,177,219,227,-24,-15,-11,-7
11340,Mindy4,46,22,2,2,56,35,13,0,242,140,185,227,240,-10,-13,-11,2
7819,Gm8159,14,13,3,2,41,37,14,6,242,187,192,225,234,-27,-24,-11,-4
8941,Icam4,47,34,6,1,61,43,17,3,242,134,165,219,238,-14,-9,-11,-2
11322,Mief2,37,15,3,2,75,46,14,5,242,130,181,225,235,-38,-31,-11,-3
2827,Cd248,53,27,1,0,75,52,12,5,242,114,163,229,237,-22,-25,-11,-5
19919,Tram1l1,20,7,0,0,69,48,11,4,242,153,187,231,238,-49,-41,-11,-4
3239,Chchd7,32,20,2,2,49,22,13,10,242,161,200,227,230,-17,-2,-11,-8
17805,Slc9a5,37,17,0,0,63,44,11,5,242,142,181,231,237,-26,-27,-11,-5
17359,Sidt2,47,31,3,2,65,40,14,1,242,130,171,225,239,-18,-9,-11,1
3859,Crhr1,21,8,1,0,29,20,12,10,242,192,214,229,232,-8,-12,-11,-10
8827,Hsbp1l1,39,21,4,2,70,50,15,7,242,133,171,223,233,-31,-29,-11,-5
3106,Cep19,34,18,2,2,60,36,13,6,242,148,188,227,234,-26,-18,-11,-4
9796,Kcng1,41,18,2,0,56,32,13,4,242,145,192,227,238,-15,-14,-11,-4
9429,Il5ra,44,24,2,2,73,42,13,2,242,125,176,227,238,-29,-18,-11,0
17246,Sgcb,32,13,3,1,70,33,14,5,242,140,196,225,236,-38,-20,-11,-4
17937,Smim8,33,15,6,3,68,40,17,12,242,141,187,219,227,-35,-25,-11,-9
3913,Crygn,51,38,12,5,80,70,23,11,242,111,134,207,226,-29,-32,-11,-6
1574,Ascc1,33,13,2,2,45,33,13,6,242,164,196,227,234,-12,-20,-11,-4
9339,Igsf9,37,21,5,1,80,53,16,3,242,125,168,221,238,-43,-32,-11,-2
1784,Aurkc,46,34,11,4,58,49,22,11,242,138,159,209,227,-12,-15,-11,-7
7869,Gm906,22,17,3,1,50,35,14,6,242,170,190,225,235,-28,-18,-11,-5
11424,Mms22l,44,16,1,0,73,42,12,3,242,125,184,229,239,-29,-26,-11,-3
17392,Sirt6,37,17,2,0,58,33,13,5,242,147,192,227,237,-21,-16,-11,-5
11211,Mettl1,37,12,3,2,46,25,14,7,242,159,205,225,233,-9,-13,-11,-5
11395,Mmel1,56,22,2,0,62,44,13,2,242,124,176,227,240,-6,-22,-11,-2
7855,Gm8897,7,7,2,1,24,24,13,6,242,211,211,227,235,-17,-17,-11,-5
17918,Smim18,21,19,11,4,46,40,22,7,242,175,183,209,231,-25,-21,-11,-3
1632,Atf7,40,26,2,2,68,44,13,6,242,134,172,227,234,-28,-18,-11,-4
7808,Gm8068,3,3,1,1,18,15,12,11,242,221,224,229,230,-15,-12,-11,-10
11702,mt-Co1,42,25,8,5,60,45,19,10,242,140,172,215,227,-18,-20,-11,-5
1708,Atp5k,33,21,2,2,48,36,13,8,242,161,185,227,232,-15,-15,-11,-6
1213,Anln,43,19,3,0,74,45,14,6,242,125,178,225,236,-31,-26,-11,-6
1274,Ap4b1,32,15,4,3,57,32,15,12,242,153,195,223,227,-25,-17,-11,-9
17576,Slc25a41,44,31,4,2,53,42,15,6,242,145,169,223,234,-9,-11,-11,-4
2510,Catsper3,45,26,3,1,68,51,14,7,242,129,165,225,234,-23,-25,-11,-6
20401,Ttll7,36,23,1,0,52,28,12,4,242,154,191,229,238,-16,-5,-11,-4
9641,Itgb1bp2,48,28,7,2,80,54,18,8,242,114,160,217,232,-32,-26,-11,-6
10389,Ldlrad2,27,23,4,2,47,41,15,6,242,168,178,223,234,-20,-18,-11,-4
4539,Dennd4c,36,14,2,2,56,33,13,6,242,150,195,227,234,-20,-19,-11,-4
9597,Irx5,55,37,1,0,57,33,12,2,242,130,172,229,240,-2,4,-11,-2
9572,Ireb2,27,14,3,2,71,43,14,7,242,144,185,225,233,-44,-29,-11,-5
10399,Lekr1,42,24,1,0,66,43,12,1,242,134,175,229,241,-24,-19,-11,-1
2366,Cage1,37,16,1,0,80,46,12,2,242,125,180,229,240,-43,-30,-11,-2
20307,Tspan2,48,29,6,1,87,60,17,7,242,107,153,219,234,-39,-31,-11,-6
9963,Kif6,46,28,2,0,55,39,13,0,242,141,175,227,242,-9,-11,-11,0
4547,Depdc5,28,17,6,2,81,65,17,8,242,133,160,219,232,-53,-48,-11,-6
20686,Upb1,46,25,3,2,63,48,14,2,242,133,169,225,238,-17,-23,-11,0
16832,Sar1b,36,21,3,2,41,27,14,8,242,165,194,225,232,-5,-6,-11,-6
17095,Sepsecs,20,13,2,2,82,50,13,4,242,140,179,227,236,-62,-37,-11,-2
3195,Cfap74,39,19,1,0,65,39,12,6,242,138,184,229,236,-26,-20,-11,-6
20264,Trrap,47,22,3,2,61,36,14,7,242,134,184,225,233,-14,-14,-11,-5
8637,Hibch,27,17,3,2,50,31,14,2,242,165,194,225,238,-23,-14,-11,0
17545,Slc25a13,37,21,5,2,88,55,16,4,242,117,166,221,236,-51,-34,-11,-2
4528,Dennd10,30,14,2,2,52,37,13,9,242,160,191,227,231,-22,-23,-11,-7
2923,Cdc42ep5,42,27,8,2,71,50,19,11,242,129,165,215,229,-29,-23,-11,-9
16805,Samd3,35,20,2,1,48,33,13,5,242,159,189,227,236,-13,-13,-11,-4
3354,Cilk1,36,20,3,3,69,37,14,5,242,137,185,225,234,-33,-17,-11,-2
9998,Klf2,47,22,5,2,64,44,16,8,242,131,176,221,232,-17,-22,-11,-6
2466,Card6,33,18,2,0,89,56,13,0,242,120,168,227,242,-56,-38,-11,0
1241,Anxa7,34,18,2,2,42,28,13,6,242,166,196,227,234,-8,-10,-11,-4
8594,Henmt1,43,28,4,0,84,65,15,3,242,115,149,223,239,-41,-37,-11,-3
16829,Sapcd1,57,34,10,1,61,47,21,10,242,124,161,211,231,-4,-13,-11,-9
7563,Gm4841,56,26,4,1,65,48,15,8,242,121,168,223,233,-9,-22,-11,-7
8385,H2ac1,28,23,16,6,42,34,27,20,242,172,185,199,216,-14,-11,-11,-14
16843,Sass6,38,16,2,0,79,40,13,4,242,125,186,227,238,-41,-24,-11,-4
8869,Hspa2,40,23,3,0,70,48,14,1,242,132,171,225,241,-30,-25,-11,-1
16120,Reep2,54,25,0,0,63,39,11,3,242,125,178,231,239,-9,-14,-11,-3
16122,Reep4,30,16,3,0,61,41,14,3,242,151,185,225,239,-31,-25,-11,-3
2248,Bub1b,38,18,2,0,77,47,13,5,242,127,177,227,237,-39,-29,-11,-5
3123,Cep72,41,23,9,4,93,66,20,12,242,108,153,213,226,-52,-43,-11,-8
4565,Dgat2,43,17,2,2,75,38,13,7,242,124,187,227,233,-32,-21,-11,-5
17451,Slc12a5,37,18,4,1,85,51,15,8,242,120,173,223,233,-48,-33,-11,-7
9959,Kif4,39,22,2,0,66,36,13,3,242,137,184,227,239,-27,-14,-11,-3
21904,Zfp637,37,17,2,2,50,33,14,6,242,155,192,226,234,-13,-16,-12,-4
294,4931428F04Rik,27,13,1,0,80,49,13,5,242,135,180,228,237,-53,-36,-12,-5
6664,Glt8d1,38,20,6,4,88,60,18,8,242,116,162,218,230,-50,-40,-12,-4
3926,Csf1r,54,34,9,2,76,53,21,6,242,112,155,212,234,-22,-19,-12,-4
5027,E2f8,32,14,3,0,76,46,15,8,242,134,182,224,234,-44,-32,-12,-8
11189,Melk,39,14,0,0,83,57,12,2,242,120,171,230,240,-44,-43,-12,-2
19457,Tmem151a,40,20,1,0,71,47,13,8,242,131,175,228,234,-31,-27,-12,-8
5653,Fam118a,52,29,3,0,69,43,15,10,242,121,170,224,232,-17,-14,-12,-10
3238,Chchd6,32,17,4,2,55,31,16,8,242,155,194,222,232,-23,-14,-12,-6
2472,Carmil1,41,25,2,2,72,57,14,4,242,129,160,226,236,-31,-32,-12,-2
7878,Gm9602,16,11,2,0,30,21,14,8,242,196,210,226,234,-14,-10,-12,-8
10023,Klhl18,23,9,2,2,75,45,14,4,242,144,188,226,236,-52,-36,-12,-2
5537,Eva1a,29,19,3,3,82,55,15,3,242,131,168,224,236,-53,-36,-12,0
620,Acp4,36,22,3,0,48,33,15,6,242,158,187,224,236,-12,-11,-12,-6
12540,Nrg4,28,18,1,0,80,53,13,5,242,134,171,228,237,-52,-35,-12,-5
4054,Cttnbp2nl,48,24,2,2,61,39,14,6,242,133,179,226,234,-13,-15,-12,-4
19130,Tex21,32,19,0,0,40,27,12,7,242,170,196,230,235,-8,-8,-12,-7
17500,Slc1a3,39,21,1,0,60,44,13,3,242,143,177,228,239,-21,-23,-12,-3
3165,Cetn3,27,16,3,2,61,40,15,4,242,154,186,224,236,-34,-24,-12,-2
19991,Trav4-3,27,24,23,7,41,38,35,21,242,174,180,184,214,-14,-14,-12,-14
19994,Trav4d-4,18,14,13,10,28,27,25,22,242,196,201,204,210,-10,-13,-12,-12
18821,Tafa4,22,11,2,2,37,29,14,7,242,183,202,226,233,-15,-18,-12,-5
18429,Ssxb1,3,3,1,0,16,14,13,10,242,223,225,228,232,-13,-11,-12,-10
5519,Etfbkmt,32,21,3,2,85,48,15,4,242,125,173,224,236,-53,-27,-12,-2
21906,Zfp639,34,17,3,2,65,33,15,5,242,143,192,224,235,-31,-16,-12,-3
15667,Ptpdc1,37,21,2,2,69,46,14,4,242,136,175,226,236,-32,-25,-12,-2
20284,Tsga10ip,50,35,10,4,70,54,22,10,242,122,153,210,228,-20,-19,-12,-6
2646,Ccdc38,34,12,1,0,55,33,13,6,242,153,197,228,236,-21,-21,-12,-6
3095,Cep112,54,30,3,0,60,36,15,7,242,128,176,224,235,-6,-6,-12,-7
22024,Zfp932,34,24,7,2,62,39,19,8,242,146,179,216,232,-28,-15,-12,-6
18670,Svbp,26,15,4,3,60,33,16,11,242,156,194,222,228,-34,-18,-12,-8
2647,Ccdc39,45,21,0,0,66,47,12,5,242,131,174,230,237,-21,-26,-12,-5
5503,Esr2,40,22,0,0,83,54,12,1,242,119,166,230,241,-43,-32,-12,-1
10397,Lefty1,44,37,8,0,83,58,20,8,242,115,147,214,234,-39,-21,-12,-8
3315,Chrng,26,17,1,1,45,32,13,3,242,171,193,228,238,-19,-15,-12,-2
7835,Gm8271,26,22,3,0,48,42,15,3,242,168,178,224,239,-22,-20,-12,-3
2619,Ccdc180,33,11,0,0,56,40,12,4,242,153,191,230,238,-23,-29,-12,-4
11299,Mgst2,42,30,11,3,75,57,23,15,242,125,155,208,224,-33,-27,-12,-12
10004,Klf8,50,29,6,2,61,40,18,13,242,131,173,218,227,-11,-11,-12,-11
15676,Ptpn20,16,10,0,0,33,27,12,4,242,193,205,230,238,-17,-17,-12,-4
11269,Mfsd4b4,29,18,5,1,81,50,17,1,242,132,174,220,240,-52,-32,-12,0
