human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
FOXL2,Foxl2,-2,-1,-3,0,0,0
FOXL3,Foxl3,21,-3,18,0,0,0
FOXM1,Foxm1,10,-9,1,4.194175,0,0
FOXN1,Foxn1,-2,4,2,0,0,0
FOXN2,Foxn2,8,-1,7,64.84466,0,0
FOXN3,Foxn3,5,2,7,27.941748,0,0
FOXN4,Foxn4,4,-4,0,0.980583,0,0
FOXO1,Foxo1,15,3,18,0,0,0
FOXO3,Foxo3,9,1,10,5.553398,0,0
FOXO4,Foxo4,5,-7,-2,0,0,0
FOXO6,Foxo6,3,1,4,36.281553,0,0
FOXP1,Foxp1,5,0,5,9.961165,0,0
FOXP2,Foxp2,10,-15,-5,0,0,0
FOXP3,Foxp3,11,-3,8,0,0,0
FOXP4,Foxp4,6,0,6,1.262136,0,0
FOXQ1,Foxq1,3,9,12,0,0,0
FOXR1,Foxr1,15,8,23,0,0,0
FOXR2,Foxr2,0,-1,-1,0,0,0
FOXRED1,Foxred1,7,-5,2,0,0,0
FOXRED2,Foxred2,3,5,8,2.951456,0,0
FOXS1,Foxs1,-2,1,-1,1.174757,0,0
FPGS,Fpgs,3,-10,-7,9.990291,0,0
FPGT,Fpgt,-5,-3,-8,2.582524,0,0
FPR1,Fpr1,9,1,10,0,0,0
FPR2,Fpr2,8,13,21,0,0,0
FPR3,Fpr3,-2,1,-1,0,0,0
FRA10AC1,Fra10ac1,0,-10,-10,22.873786,0,0
FRAS1,Fras1,3,-1,2,0.825243,0,0
FRAT1,Frat1,-12,-4,-16,1.359223,0,0
FRAT2,Frat2,2,-3,-1,2.38835,0,0
FREM1,Frem1,-1,-5,-6,0,0,0
FREM2,Frem2,3,-1,2,1.621359,0,0
FREM3,Frem3,-2,1,-1,0,0,0
FRG1,Frg1,6,0,6,24.902913,0,0
FRK,Frk,4,5,9,12.23301,0,0
FRMD3,Frmd3,-1,-3,-4,6.223301,0,0
FRMD4A,Frmd4a,6,-1,5,0,0,0
FRMD4B,Frmd4b,0,-9,-9,0,0,0
FRMD5,Frmd5,2,-4,-2,4.485437,0,0
FRMD6,Frmd6,3,-5,-2,10.320388,0,0
FRMD7,Frmd7,0,4,4,0,0,0
FRMD8,Frmd8,1,1,2,12.815534,0,0
FRMPD1,Frmpd1,-4,-1,-5,0,0,0
FRMPD2,Frmpd2,-5,-3,-8,2.368932,0,0
FRMPD3,Frmpd3,1,1,2,0,0,0
FRMPD4,Frmpd4,0,1,1,0,0,0
FRRS1,Frrs1,0,5,5,0,0,0
FRRS1L,Frrs1l,3,-2,1,0,0,0
FRS2,Frs2,16,-3,13,5.466019,0,0
FRS3,Frs3,-4,-14,-18,17.961165,0,0
FRY,Fry,5,-1,4,0,0,0
FRYL,Fryl,11,-3,8,0,0,0
FRZB,Frzb,17,5,22,0,0,0
FSBP,Fsbp,0,-7,-7,1.932039,0,0
FSCB,Fscb,0,0,0,0,0,0
FSCN1,Fscn1,12,-2,10,1.92233,0,0
FSCN2,Fscn2,0,3,3,0,0,0
FSCN3,Fscn3,46,-1,45,0,0,0
FSD1,Fsd1,8,-3,5,0,0,0
FSD1L,Fsd1l,1,-3,-2,52.912621,0,0
FSD2,Fsd2,8,-3,5,3.61165,0,0
FSHB,Fshb,0,0,0,0,0,0
FSHR,Fshr,0,6,6,0,0,0
FSIP1,Fsip1,1,-14,-13,47.38835,3.833333,0
FSIP2,Fsip2,3,-6,-3,0.980583,0,0
FST,Fst,4,9,13,0,0,0
FSTL1,Fstl1,6,-12,-6,9.815534,0,0
FSTL3,Fstl3,0,-6,-6,0,0,0
FSTL4,Fstl4,8,0,8,0,0,0
FSTL5,Fstl5,-3,-2,-5,0,0,0
FTCD,Ftcd,31,0,31,80.699029,0,0
FTH1,Fth1,11,-1,10,6.796117,0,0
FTMT,Ftmt,0,-7,-7,0,0,0
FTO,Fto,8,-2,6,34.349515,0,0
FTSJ1,Ftsj1,4,1,5,3.223301,0,0
FTSJ3,Ftsj3,9,-2,7,47.466019,0,0
FUBP1,Fubp1,9,0,9,5.728155,0,0
FUBP3,Fubp3,9,-3,6,10.61165,0,0
FUCA1,Fuca1,2,0,2,3.864078,0,0
FUCA2,Fuca2,5,-2,3,8.058252,0,0
FUNDC1,Fundc1,5,-2,3,2.61165,0,0
FUNDC2,Fundc2,8,3,11,10.873786,0,0
FUOM,Fuom,5,2,7,0,0,0
FURIN,Furin,7,-1,6,1.048544,0,0
FUS,Fus,7,-9,-2,3.961165,0,0
FUT1,Fut1,5,14,19,1.805825,0,0
FUT10,Fut10,7,-2,5,50.271845,4.875,0
FUT11,Fut11,4,3,7,28.592233,19.541667,0
FUT2,Fut2,0,5,5,0,0,0
FUT4,Fut4,-4,-2,-6,5.126214,0,0
FUT7,Fut7,11,9,20,0,0,0
FUT8,Fut8,8,0,8,17.660194,0,0
FUT9,Fut9,-2,0,-2,0,0,0
FUZ,Fuz,0,0,0,3.330097,0,0
FXN,Fxn,6,3,9,12.84466,0,0
FXR1,Fxr1,17,0,17,201.320388,0,0
FXR2,Fxr2,3,-5,-2,2.582524,0,0
FXYD1,Fxyd1,2,0,2,0,0,0
FXYD2,Fxyd2,16,5,21,0,0,0
FXYD3,Fxyd3,4,0,4,0,0,0
FXYD4,Fxyd4,-5,11,6,0,0,0
FXYD5,Fxyd5,1,-6,-5,0,0,0
FXYD6,Fxyd6,13,2,15,0,0,0
FXYD7,Fxyd7,-12,0,-12,0,0,0
FYB2,Fyb2,-5,-1,-6,0,0,0
FYCO1,Fyco1,0,-2,-2,6.339806,0,0
FYN,Fyn,5,2,7,4.757282,0,0
FYTTD1,Fyttd1,3,-5,-2,7.262136,0,0
FZD1,Fzd1,18,-3,15,25.213592,0,0
FZD10,Fzd10,-2,-5,-7,11.563107,0,0
FZD2,Fzd2,-6,-4,-10,0,0,0
FZD3,Fzd3,3,-2,1,3.504854,0,0
FZD4,Fzd4,1,-1,0,6.07767,0,0
FZD5,Fzd5,5,5,10,3.864078,0,0
FZD6,Fzd6,-3,-15,-18,5.223301,0,0
FZD7,Fzd7,2,5,7,1.514563,0,0
FZD8,Fzd8,73,-6,67,8.456311,0,0
FZD9,Fzd9,-2,0,-2,0,0,0
FZR1,Fzr1,-7,-5,-12,45.718447,0,0
G0S2,G0s2,1,7,8,6.291262,0,0
G2E3,G2e3,6,-6,0,13.446602,0,0
G3BP1,G3bp1,7,-5,2,9.61165,0,0
G3BP2,G3bp2,4,-2,2,2.213592,0,0
G6PC,G6pc,3,5,8,0,0,0
G6PC2,G6pc2,1,-3,-2,0,0,0
G6PC3,G6pc3,3,-1,2,12.893204,0,0
GAA,Gaa,11,1,12,27.058252,0,0
GAB1,Gab1,10,-2,8,3.291262,0,0
GAB2,Gab2,10,-3,7,2.543689,0,0
GAB3,Gab3,5,-4,1,0,0,0
GABARAP,Gabarap,10,-3,7,4.368932,0,0
GABARAPL1,Gabarapl1,10,0,10,0,0,0
GABARAPL2,Gabarapl2,9,-1,8,16.359223,0,0
GABBR1,Gabbr1,2,-4,-2,0,0,0
GABBR2,Gabbr2,-1,-6,-7,0,0,0
GABPA,Gabpa,7,-1,6,1.427184,0,0
GABPB1,Gabpb1,6,-4,2,11.631068,0,0
GABPB2,Gabpb2,6,-3,3,4.601942,0,0
GABRA1,Gabra1,-5,-11,-16,0,0,0
GABRA2,Gabra2,-4,0,-4,0,0,0
GABRA3,Gabra3,1,10,11,0,0,0
GABRA4,Gabra4,1,2,3,0,0,0
GABRA5,Gabra5,0,-5,-5,0,0,0
GABRA6,Gabra6,3,1,4,0,0,0
GABRB1,Gabrb1,2,0,2,0,0,0
GABRB2,Gabrb2,-1,2,1,0,0,0
GABRB3,Gabrb3,7,3,10,0,0,0
GABRD,Gabrd,1,-4,-3,0,0,0
GABRE,Gabre,40,-1,39,7.854369,0,0
GABRG1,Gabrg1,0,0,0,0,0,0
GABRG2,Gabrg2,24,1,25,0,0,0
GABRG3,Gabrg3,0,-4,-4,0,0,0
GABRP,Gabrp,8,3,11,0,0,0
GABRQ,Gabrq,-2,0,-2,0,0,0
GABRR1,Gabrr1,3,3,6,0,0,0
GABRR2,Gabrr2,5,13,18,0,0,0
GABRR3,Gabrr3,3,0,3,0,0,0
GAD1,Gad1,5,-5,0,4.737864,0,0
GAD2,Gad2,3,2,5,0,0,0
GADD45A,Gadd45a,6,12,18,6.902913,0,0
GADD45B,Gadd45b,35,11,46,19.145631,0,0
GADD45G,Gadd45g,48,16,64,0,0,0
GADD45GIP1,Gadd45gip1,4,-4,0,11.601942,0,0
GADL1,Gadl1,5,-7,-2,1.058252,0,0
GAK,Gak,7,-1,6,8.572816,0,0
GAL,Gal,6,14,20,7.456311,0,0
GAL3ST1,Gal3st1,72,4,76,3.281553,0,0
GAL3ST2,Gal3st2,11,9,20,10.291262,0,0
GAL3ST3,Gal3st3,0,-1,-1,10.427184,0,0
GAL3ST4,Gal3st4,-3,-1,-4,0,0,0
GALC,Galc,9,-1,8,1.203883,0,0
GALE,Gale,1,-3,-2,14.252427,0,0
GALK1,Galk1,3,-7,-4,1.485437,0,0
GALK2,Galk2,5,2,7,11.456311,0,0
GALM,Galm,3,-3,0,0,0,0
GALNS,Galns,3,1,4,79.601942,0,0
GALNT1,Galnt1,4,-2,2,0,0,0
GALNT10,Galnt10,5,-4,1,1.466019,0,0
GALNT11,Galnt11,5,-6,-1,6.252427,0,0
GALNT12,Galnt12,-2,-4,-6,5.262136,0,0
GALNT13,Galnt13,-1,-10,-11,12.165049,0,0
GALNT14,Galnt14,4,-3,1,5.970874,0,0
GALNT15,Galnt15,7,6,13,1.466019,0,0
GALNT16,Galnt16,9,-5,4,0,0,0
GALNT17,Galnt17,0,-5,-5,0,0,0
GALNT18,Galnt18,-5,-2,-7,2.165049,0,0
GALNT2,Galnt2,7,-2,5,31.475728,0,0
GALNT3,Galnt3,5,-10,-5,6.145631,0,0
GALNT4,Galnt4,-3,-1,-4,4.174757,0,0
GALNT5,Galnt5,-2,0,-2,0,0,0
GALNT6,Galnt6,-2,3,1,11.466019,0,0
GALNT7,Galnt7,-1,-4,-5,0.893204,0,0
GALNT9,Galnt9,28,-5,23,0,0,0
GALNTL5,Galntl5,0,-4,-4,0,0,0
GALNTL6,Galntl6,0,-13,-13,0,0,0
GALP,Galp,6,9,15,0,0,0
GALR1,Galr1,0,0,0,0,0,0
GALR2,Galr2,16,8,24,10.61165,0,0
GALR3,Galr3,13,4,17,0,0,0
GALT,Galt,4,-6,-2,1.087379,0,0
GAMT,Gamt,2,-2,0,6.330097,0,0
GAN,Gan,4,-6,-2,6.504854,0,0
GANAB,Ganab,11,-3,8,0.805825,0,0
GANC,Ganc,-3,-1,-4,3.339806,0,0
GAP43,Gap43,0,3,3,0,0,0
GAPDH,Gapdh,4,-5,-1,5.213592,0,0
GAPDHS,Gapdhs,-1,-6,-7,0,0,0
GAPT,Gapt,12,-6,6,0,0,0
GAPVD1,Gapvd1,3,2,5,3.417476,0,0
GAR1,Gar1,2,-3,-1,0,0,0
GAREM1,Garem1,3,-1,2,4.737864,0,0
GAREM2,Garem2,10,-6,4,0,0,0
GARNL3,Garnl3,-10,0,-10,0,0,0
GARRE1,Garre1,3,-1,2,1,0,0
GART,Gart,8,-4,4,0,0,0
GAS1,Gas1,62,-3,59,0,0,0
GAS2,Gas2,-2,-4,-6,0,0,0
GAS2L1,Gas2l1,2,-1,1,19.446602,0,0
GAS2L2,Gas2l2,1,1,2,0,0,0
GAS2L3,Gas2l3,3,-2,1,7.281553,0,0
GAS6,Gas6,6,2,8,2.825243,0,0
GAS7,Gas7,5,5,10,0,0,0
GAS8,Gas8,3,-10,-7,29.194175,0,0
GASK1A,Gask1a,-6,-9,-15,0,0,0
GASK1B,Gask1b,-4,-11,-15,0,0,0
GAST,Gast,53,9,62,0,0,0
GATA1,Gata1,5,2,7,0,0,0
GATA2,Gata2,5,-2,3,12.543689,0,0
GATA3,Gata3,8,7,15,0,0,0
GATA4,Gata4,7,5,12,1.737864,0,0
GATA5,Gata5,33,-3,30,0,0,0
GATA6,Gata6,1,6,7,1.048544,0,0
GATAD1,Gatad1,4,-1,3,6.708738,0,0
GATAD2A,Gatad2a,8,1,9,21.126214,0,0
GATAD2B,Gatad2b,3,-2,1,11.339806,0,0
GATB,Gatb,-4,-7,-11,10.941748,0,0
GATC,Gatc,5,-3,2,0,0,0
GATD1,Gatd1,1,-4,-3,0,0,0
GATD3A,Gatd3a,8,-3,5,0.873786,0,0
GATM,Gatm,4,-7,-3,2.912621,0,0
GBA,Gba,10,6,16,51.097087,0,0
GBA2,Gba2,9,-4,5,2.815534,0,0
GBE1,Gbe1,2,0,2,9.417476,0,0
GBF1,Gbf1,10,-1,9,0.834951,0,0
GBGT1,Gbgt1,7,0,7,0,0,0
GBP2,Gbp2,0,7,7,0,0,0
GBP3,Gbp3,5,-1,4,4.669903,0,0
GBP4,Gbp4,1,-5,-4,0,0,0
GBP5,Gbp5,21,-2,19,0,0,0
GBP6,Gbp6,1,5,6,0,0,0
GBP7,Gbp7,0,3,3,0,0,0
GBX1,Gbx1,-1,2,1,0,0,0
GBX2,Gbx2,-1,3,2,0,0,0
GC,Gc,2,6,8,0,0,0
GCA,Gca,-3,4,1,3.058252,0,0
GCAT,Gcat,0,-2,-2,0.92233,0,0
GCC1,Gcc1,8,-1,7,4.932039,0,0
GCC2,Gcc2,3,-6,-3,0,0,0
GCDH,Gcdh,4,4,8,2.038835,0,0
GCFC2,Gcfc2,6,-3,3,19.330097,0,0
GCG,Gcg,2,12,14,0,0,0
GCGR,Gcgr,56,-1,55,29.349515,0,0
GCH1,Gch1,5,6,11,7.165049,0,0
GCHFR,Gchfr,14,-12,2,3.31068,0,0
GCK,Gck,6,7,13,1.320388,0,0
GCKR,Gckr,14,4,18,0,0,0
GCLC,Gclc,-12,2,-10,15.417476,0,0
GCLM,Gclm,-3,4,1,17.592233,0,0
GCM1,Gcm1,9,-1,8,0,0,0
GCM2,Gcm2,3,-3,0,0,0,0
GCN1,Gcn1,8,-2,6,11.912621,0,0
GCNT1,Gcnt1,-7,0,-7,5.718447,0,0
GCNT2,Gcnt2,2,5,7,2.854369,0,0
GCNT3,Gcnt3,-2,-3,-5,0,0,0
GCNT4,Gcnt4,22,-7,15,4.194175,0,0
GCNT7,Gcnt7,0,4,4,0,0,0
GCSAM,Gcsam,1,-10,-9,0,0,0
GCSH,Gcsh,1,-8,-7,0,0,0
GDA,Gda,3,-3,0,2.145631,0,0
GDAP1,Gdap1,-2,-4,-6,10.582524,0,0
GDAP1L1,Gdap1l1,4,-1,3,0,0,0
GDAP2,Gdap2,7,2,9,4.68932,0,0
GDE1,Gde1,4,-3,1,0,0,0
GDF1,Gdf1,6,-17,-11,7.92233,0,0
GDF10,Gdf10,-6,-2,-8,0,0,0
GDF11,Gdf11,8,-10,-2,4.970874,0,0
GDF15,Gdf15,-13,22,9,8.07767,0,0
GDF2,Gdf2,0,0,0,0,0,0
GDF3,Gdf3,0,-3,-3,0,0,0
GDF5,Gdf5,-9,-3,-12,11.23301,0,0
GDF6,Gdf6,4,0,4,0,0,0
GDF7,Gdf7,15,-5,10,2.786408,0,0
GDF9,Gdf9,37,7,44,5.951456,0,0
GDI1,Gdi1,8,0,8,16.941748,0,0
GDI2,Gdi2,5,-5,0,12.087379,0,0
GDNF,Gdnf,8,0,8,0,0,0
GDPD1,Gdpd1,8,-3,5,2.398058,0,0
GDPD2,Gdpd2,9,-1,8,0,0,0
GDPD3,Gdpd3,-10,1,-9,0,0,0
GDPD4,Gdpd4,0,-8,-8,0,0,0
GDPD5,Gdpd5,7,-7,0,4.504854,0,0
GDPGP1,Gdpgp1,3,-11,-8,16.281553,0,0
GEM,Gem,69,9,78,15.174757,0,0
GEMIN2,Gemin2,0,-3,-3,2.796117,0,0
GEMIN4,Gemin4,-10,-14,-24,4.009709,0,0
GEMIN5,Gemin5,-2,-2,-4,8.38835,0,0
GEMIN6,Gemin6,-2,-2,-4,0,0,0
GEMIN7,Gemin7,-8,-4,-12,18.116505,0,0
GEMIN8,Gemin8,3,-4,-1,67.524272,0,0
GEN1,Gen1,0,-8,-8,4.281553,0,0
GET1,Get1,7,-8,-1,4.951456,0,0
GET3,Get3,6,1,7,19.242718,0,0
GET4,Get4,8,-3,5,22.23301,0,0
GFAP,Gfap,0,1,1,0,0,0
GFER,Gfer,-1,-7,-8,31.786408,0,0
GFI1,Gfi1,-3,0,-3,0,0,0
GFI1B,Gfi1b,10,-2,8,13.708738,0,0
GFM1,Gfm1,1,-1,0,3.76699,0,0
GFM2,Gfm2,17,-4,13,34.572816,0,0
GFOD1,Gfod1,-1,3,2,3.300971,0,0
GFOD2,Gfod2,9,3,12,4.834951,0,0
GFPT1,Gfpt1,7,-6,1,9.427184,0,0
GFPT2,Gfpt2,33,1,34,39.796117,0,0
GFRA1,Gfra1,3,5,8,18.718447,0,0
GFRA2,Gfra2,13,-7,6,0,0,0
GFRA3,Gfra3,12,0,12,0,0,0
GFRA4,Gfra4,9,-3,6,0,0,0
GFRAL,Gfral,0,-2,-2,0,0,0
GFUS,Gfus,9,-1,8,19.990291,0,0
GFY,Gfy,1,4,5,0,0,0
GGA1,Gga1,7,-3,4,8.097087,0,0
GGA2,Gga2,8,-1,7,7.456311,0,0
GGA3,Gga3,-2,-1,-3,7.533981,0,0
GGACT,Ggact,-19,-3,-22,6.572816,0,0
GGCT,Ggct,-1,1,0,0,0,0
GGCX,Ggcx,3,3,6,5.834951,0,0
GGH,Ggh,5,-6,-1,18.533981,0,0
GGN,Ggn,34,-4,30,9.184466,0,0
GGNBP2,Ggnbp2,-9,-6,-15,3.514563,0,0
GGPS1,Ggps1,-1,0,-1,0.815534,0,0
GGT1,Ggt1,21,-4,17,0,0,0
GGT5,Ggt5,21,6,27,0,0,0
GGT6,Ggt6,1,-3,-2,1.038835,0,0
GGT7,Ggt7,10,-10,0,3.621359,0,0
GGTA1,Ggta1,15,0,15,7.68932,0,0
GHDC,Ghdc,3,2,5,0,0,0
GHITM,Ghitm,7,-2,5,1.349515,0,0
GHR,Ghr,-1,-1,-2,3.417476,0,0
GHRH,Ghrh,12,10,22,0,0,0
GHRHR,Ghrhr,1,1,2,0,0,0
GHRL,Ghrl,17,-8,9,0,0,0
GHSR,Ghsr,7,3,10,0,0,0
GID4,Gid4,0,-3,-3,4.669903,0,0
GID8,Gid8,6,-5,1,9.737864,0,0
GIGYF1,Gigyf1,9,-1,8,3.543689,0,0
GIGYF2,Gigyf2,3,-2,1,0,0,0
GIMAP1,Gimap1,-1,0,-1,0,0,0
GIMAP4,Gimap4,2,-3,-1,0,0,0
GIMAP5,Gimap5,-3,1,-2,0,0,0
GIMAP6,Gimap6,2,-7,-5,0,0,0
GIMAP7,Gimap7,1,-1,0,0,0,0
GIMAP8,Gimap8,8,-1,7,18.92233,0,0
GIMD1,Gimd1,17,2,19,0,0,0
GIN1,Gin1,8,-11,-3,4.970874,0,0
GINM1,Ginm1,7,-4,3,4.757282,0,0
GINS1,Gins1,-2,-9,-11,2.76699,0,0
GINS2,Gins2,6,-5,1,1.776699,0,0
GINS3,Gins3,3,-10,-7,5.242718,0,0
GINS4,Gins4,4,-2,2,3,0,0
GIP,Gip,4,-5,-1,0,0,0
GIPC1,Gipc1,16,-3,13,29.466019,0,0
GIPC2,Gipc2,20,5,25,0,0,0
GIPC3,Gipc3,16,7,23,11.145631,0,0
GIPR,Gipr,-5,-5,-10,0,0,0
GIT1,Git1,6,-6,0,13.339806,0,0
GIT2,Git2,4,-2,2,2.300971,0,0
GJA1,Gja1,9,-11,-2,4.912621,0,0
GJA10,Gja10,4,0,4,0,0,0
GJA3,Gja3,1,1,2,0,0,0
GJA4,Gja4,7,-1,6,0,0,0
GJA5,Gja5,-8,-11,-19,0,0,0
GJA8,Gja8,11,-3,8,0,0,0
GJB1,Gjb1,0,1,1,0,0,0
GJB2,Gjb2,2,6,8,11.737864,0,0
GJB3,Gjb3,8,-1,7,0,0,0
GJB4,Gjb4,1,-4,-3,0,0,0
GJB5,Gjb5,1,-6,-5,0,0,0
GJB6,Gjb6,2,0,2,0,0,0
GJC1,Gjc1,10,-8,2,7.281553,0,0
GJC2,Gjc2,21,12,33,0,0,0
GJC3,Gjc3,1,-1,0,0,0,0
GJD2,Gjd2,-1,-2,-3,0,0,0
GJD3,Gjd3,3,-5,-2,0,0,0
GJD4,Gjd4,44,3,47,0,0,0
GJE1,Gje1,1,-4,-3,0,0,0
GK,Gk,7,0,7,0.834951,0,0
GK2,Gk2,0,-4,-4,0,0,0
GK5,Gk5,7,0,7,0,0,0
GKAP1,Gkap1,21,-5,16,20.194175,0,0
GKN1,Gkn1,2,-2,0,0,0,0
GKN2,Gkn2,-2,-4,-6,0,0,0
GLA,Gla,1,1,2,0,0,0
GLB1,Glb1,6,-2,4,4.087379,0,0
GLB1L,Glb1l,5,-14,-9,6.038835,0,0
GLB1L2,Glb1l2,3,5,8,32.242718,0,0
GLB1L3,Glb1l3,5,-2,3,0,0,0
GLCCI1,Glcci1,11,-4,7,5.961165,0,0
GLCE,Glce,-16,-22,-38,4.009709,0,0
GLDC,Gldc,14,-9,5,6.631068,0,0
GLDN,Gldn,-10,1,-9,0.825243,0,0
GLE1,Gle1,6,-3,3,3.718447,0,0
GLG1,Glg1,8,-1,7,6.359223,0,0
GLI1,Gli1,-10,-3,-13,1.339806,0,0
GLI2,Gli2,-23,-5,-28,18.116505,0,0
GLI3,Gli3,-6,-3,-9,4.446602,0,0
GLIPR1,Glipr1,-7,1,-6,0,0,0
GLIPR1L1,Glipr1l1,-2,-7,-9,15.815534,0,0
GLIPR1L2,Glipr1l2,6,-3,3,1.135922,0,0
GLIPR2,Glipr2,7,-7,0,0,0,0
GLIS1,Glis1,0,-5,-5,10.058252,0,0
GLIS2,Glis2,3,-4,-1,0,0,0
GLIS3,Glis3,11,1,12,4.174757,0,0
GLMN,Glmn,0,-11,-11,10.718447,0,0
GLMP,Glmp,3,8,11,1.320388,0,0
GLO1,Glo1,6,-1,5,1.398058,0,0
GLOD4,Glod4,1,-5,-4,12.320388,0,0
GLOD5,Glod5,-1,10,9,0,0,0
GLP1R,Glp1r,-1,-4,-5,1.38835,0,0
GLP2R,Glp2r,-9,-7,-16,0,0,0
GLRA1,Glra1,2,1,3,0,0,0
GLRA2,Glra2,9,0,9,0,0,0
GLRA3,Glra3,5,-2,3,29.349515,0,0
GLRB,Glrb,12,-1,11,0,0,0
GLRX,Glrx,6,-2,4,0,0,0
GLRX2,Glrx2,-2,-2,-4,1.058252,0,0
GLRX3,Glrx3,4,-9,-5,2.970874,0,0
GLRX5,Glrx5,5,-7,-2,33.553398,0,0
GLS,Gls,6,-1,5,0.834951,0,0
GLS2,Gls2,2,-2,0,0,0,0
GLT1D1,Glt1d1,2,3,5,0,0,0
GLT6D1,Glt6d1,3,-3,0,4.631068,0,0
GLT8D1,Glt8d1,4,-12,-8,47.786408,0,0
GLT8D2,Glt8d2,5,-7,-2,13.92233,0,0
GLTP,Gltp,7,-3,4,7.135922,0,0
GLTPD2,Gltpd2,4,2,6,6.116505,0,0
GLUD1,Glud1,6,3,9,2.15534,0,0
GLUL,Glul,9,-11,-2,35.747573,0,0
GLYAT,Glyat,29,4,33,0,0,0
GLYATL3,Glyatl3,8,4,12,0,0,0
GLYCTK,Glyctk,9,-8,1,5.029126,0,0
GLYR1,Glyr1,12,-2,10,3.825243,0,0
GM2A,Gm2a,4,-2,2,0,0,0
GMCL1,Gmcl1,1,-2,-1,5.339806,0,0
GMDS,Gmds,2,-2,0,3.932039,0,0
GMEB1,Gmeb1,3,0,3,2.029126,0,0
GMEB2,Gmeb2,-9,-3,-12,4.92233,0,0
GMFB,Gmfb,7,-3,4,17.184466,0,0
GMFG,Gmfg,9,-4,5,1.31068,0,0
GMIP,Gmip,10,-7,3,1.514563,0,0
GML,Gml,1,30,31,23.708738,0,0
GMNC,Gmnc,-1,-7,-8,3.058252,0,0
GMNN,Gmnn,-1,-4,-5,1.796117,0,0
GMPPA,Gmppa,7,-8,-1,0,0,0
GMPPB,Gmppb,0,-3,-3,20.582524,0,0
GMPR,Gmpr,0,-4,-4,1.359223,0,0
GMPR2,Gmpr2,12,-2,10,0,0,0
GMPS,Gmps,4,-6,-2,3.737864,0,0
GNA11,Gna11,7,-1,6,3.126214,0,0
GNA12,Gna12,7,-6,1,3.815534,0,0
GNA13,Gna13,4,-2,2,10.165049,0,0
GNA14,Gna14,-1,-4,-5,0,0,0
GNA15,Gna15,22,-4,18,124.07767,5.541667,0
GNAI1,Gnai1,4,6,10,3.747573,0,0
GNAI2,Gnai2,6,-4,2,10.951456,0,0
GNAI3,Gnai3,2,-7,-5,2.330097,0,0
GNAL,Gnal,7,-7,0,20.087379,0,0
GNAO1,Gnao1,6,-4,2,0,0,0
GNAQ,Gnaq,8,4,12,3.582524,0,0
GNAS,Gnas,9,1,10,17.23301,0,0
GNAT1,Gnat1,5,10,15,0,0,0
GNAT2,Gnat2,-3,-2,-5,30.456311,0,0
GNAT3,Gnat3,-2,-3,-5,0,0,0
GNAZ,Gnaz,6,-1,5,8.417476,0,0
GNB1,Gnb1,10,-3,7,4.485437,0,0
GNB1L,Gnb1l,16,-13,3,4.456311,0,0
GNB2,Gnb2,13,0,13,23.126214,0,0
GNB3,Gnb3,12,-14,-2,9.466019,0,0
GNB4,Gnb4,6,-10,-4,14.359223,0,0
GNB5,Gnb5,8,1,9,5.592233,0,0
GNE,Gne,6,-1,5,0.84466,0,0
GNG10,Gng10,2,-1,1,2.815534,0,0
GNG11,Gng11,-3,0,-3,1.495146,0,0
GNG12,Gng12,8,4,12,10.038835,0,0
GNG13,Gng13,3,-19,-16,0,0,0
GNG2,Gng2,3,-4,-1,1.300971,0,0
GNG3,Gng3,13,-7,6,54.466019,0,0
GNG4,Gng4,2,4,6,0,0,0
GNG5,Gng5,7,0,7,5.864078,0,0
GNG7,Gng7,6,-3,3,2.368932,0,0
GNG8,Gng8,6,2,8,0,0,0
GNGT1,Gngt1,2,-10,-8,2.145631,0,0
GNGT2,Gngt2,14,-2,12,0,0,0
GNL1,Gnl1,0,-2,-2,6.864078,0,0
GNL2,Gnl2,1,-4,-3,11.718447,0,0
GNL3,Gnl3,-2,-4,-6,16.592233,0,0
GNL3L,Gnl3l,7,3,10,2.631068,0,0
GNMT,Gnmt,9,2,11,0,0,0
GNPAT,Gnpat,5,-5,0,10.757282,6.041667,0
GNPDA1,Gnpda1,7,-3,4,9.048544,0,0
GNPDA2,Gnpda2,7,-7,0,1.097087,0,0
GNPNAT1,Gnpnat1,4,-3,1,13.427184,0,0
GNPTAB,Gnptab,0,-9,-9,6.223301,0,0
GNPTG,Gnptg,5,-3,2,9.339806,0,0
GNRH1,Gnrh1,12,2,14,0,0,0
GNRHR,Gnrhr,-1,0,-1,0,0,0
GNS,Gns,7,1,8,2.368932,0,0
GOLGA1,Golga1,5,-1,4,18.31068,0,0
GOLGA2,Golga2,3,-2,1,16.864078,0,0
GOLGA3,Golga3,6,-4,2,13.669903,0,0
GOLGA4,Golga4,7,0,7,5.262136,0,0
GOLGA5,Golga5,2,-4,-2,18.747573,0,0
GOLGA7,Golga7,8,-3,5,5.728155,0,0
GOLGA7B,Golga7b,3,-12,-9,0,0,0
GOLGB1,Golgb1,12,-4,8,18.553398,0,0
GOLIM4,Golim4,4,-2,2,6.825243,0,0
GOLM1,Golm1,6,-3,3,23.669903,0,0
GOLM2,Golm2,4,2,6,0,0,0
GOLPH3,Golph3,9,0,9,7.398058,0,0
GOLPH3L,Golph3l,10,-2,8,8.592233,0,0
GOLT1A,Golt1a,11,8,19,0,0,0
GOLT1B,Golt1b,7,0,7,0,0,0
