,human_symbol,human,mouse
221,ACVR1B,0.20618556701030927,0.14285714285714288
222,ACVR1C,0.19931271477663232,0.20879120879120883
223,ACVR2A,0.2027491408934708,0.17582417582417584
224,ACVR2B,0.1958762886597938,0.17032967032967036
225,ACVRL1,0.18556701030927836,0.15384615384615385
226,ACY1,0.17869415807560138,0.14835164835164838
227,ACY3,0.1718213058419244,0.17582417582417584
228,ACYP1,0.19243986254295534,0.1263736263736264
229,ACYP2,0.1958762886597938,0.14835164835164838
230,ADA,0.18556701030927836,0.15934065934065936
231,ADAD1,0.19931271477663232,0.16483516483516486
232,ADAD2,0.1752577319587629,0.18681318681318684
233,ADAL,0.19931271477663232,0.16483516483516486
234,ADAM10,0.19931271477663232,0.15384615384615385
235,ADAM11,0.2027491408934708,0.18131868131868134
236,ADAM12,0.16838487972508592,0.15384615384615385
237,ADAM15,0.20962199312714777,0.15934065934065936
238,ADAM17,0.20962199312714777,0.17582417582417584
239,ADAM18,0.18900343642611683,0.15934065934065936
240,ADAM19,0.16494845360824742,0.1263736263736264
241,ADAM2,0.17869415807560138,0.15384615384615385
242,ADAM20,0.281786941580756,0.14285714285714288
243,ADAM21,0.18213058419243985,0.14285714285714288
244,ADAM22,0.17869415807560138,0.1098901098901099
245,ADAM23,0.18213058419243985,0.18131868131868134
246,ADAM28,0.16494845360824742,0.15934065934065936
247,ADAM29,0.18556701030927836,0.15384615384615385
248,ADAM30,0.22336769759450173,0.24725274725274726
249,ADAM32,0.2646048109965636,0.07692307692307694
250,ADAM33,0.17869415807560138,0.19230769230769232
251,ADAM7,0.17869415807560138,0.18681318681318684
252,ADAM8,0.19243986254295534,0.18681318681318684
253,ADAM9,0.2027491408934708,0.19780219780219782
254,ADAMDEC1,0.17869415807560138,0.16483516483516486
255,ADAMTS1,0.18213058419243985,0.23076923076923078
256,ADAMTS10,0.19243986254295534,0.1318681318681319
257,ADAMTS12,0.1718213058419244,0.17582417582417584
258,ADAMTS13,0.20962199312714777,0.2142857142857143
259,ADAMTS14,0.15807560137457044,0.19780219780219782
260,ADAMTS15,0.18556701030927836,0.17582417582417584
261,ADAMTS16,0.16494845360824742,0.18681318681318684
262,ADAMTS17,0.18556701030927836,0.15934065934065936
263,ADAMTS18,0.18900343642611683,0.18681318681318684
264,ADAMTS19,0.19243986254295534,0.17582417582417584
265,ADAMTS2,0.15807560137457044,0.16483516483516486
266,ADAMTS20,0.16838487972508592,0.15384615384615385
267,ADAMTS3,0.19243986254295534,0.20879120879120883
268,ADAMTS4,0.17869415807560138,0.20329670329670332
269,ADAMTS5,0.1752577319587629,0.14285714285714288
270,ADAMTS6,0.17869415807560138,0.15384615384615385
271,ADAMTS7,0.19243986254295534,0.17032967032967036
272,ADAMTS8,0.18213058419243985,0.19230769230769232
273,ADAMTS9,0.2302405498281787,0.19230769230769232
274,ADAMTSL1,0.16838487972508592,0.18131868131868134
275,ADAMTSL2,0.1958762886597938,0.2252747252747253
276,ADAMTSL3,0.18213058419243985,0.17582417582417584
277,ADAMTSL4,0.21305841924398627,0.16483516483516486
278,ADAMTSL5,0.20618556701030927,0.1208791208791209
279,ADAP1,0.2542955326460481,0.1318681318681319
280,ADAP2,0.20618556701030927,0.19230769230769232
281,ADAR,0.2027491408934708,0.16483516483516486
282,ADARB1,0.18213058419243985,0.17032967032967036
283,ADARB2,0.16838487972508592,0.14285714285714288
284,ADAT1,0.16494845360824742,0.16483516483516486
285,ADAT2,0.18213058419243985,0.09890109890109891
286,ADAT3,0.18213058419243985,0.13736263736263737
287,ADCK1,0.20618556701030927,0.15384615384615385
288,ADCK2,0.1958762886597938,0.18131868131868134
289,ADCK5,0.18900343642611683,0.13736263736263737
290,ADCY1,0.19243986254295534,0.16483516483516486
291,ADCY10,0.5120274914089347,0.17582417582417584
292,ADCY2,0.18213058419243985,0.17582417582417584
293,ADCY3,0.18213058419243985,0.16483516483516486
294,ADCY4,0.18900343642611683,0.17032967032967036
295,ADCY5,0.20618556701030927,0.16483516483516486
296,ADCY6,0.19243986254295534,0.13736263736263737
297,ADCY7,0.21305841924398627,0.13736263736263737
298,ADCY8,0.16494845360824742,0.17582417582417584
299,ADCY9,0.2027491408934708,0.18681318681318684
300,ADCYAP1,0.1752577319587629,0.17582417582417584
301,ADCYAP1R1,0.18900343642611683,0.17582417582417584
302,ADD1,0.2027491408934708,0.15934065934065936
303,ADD2,0.1958762886597938,0.15934065934065936
304,ADD3,0.2027491408934708,0.1318681318681319
305,ADGB,0.19931271477663232,0.1263736263736264
306,ADGRA1,0.18556701030927836,0.15384615384615385
307,ADGRA2,0.18556701030927836,0.18681318681318684
308,ADGRA3,0.18900343642611683,0.20329670329670332
309,ADGRB1,0.19931271477663232,0.17582417582417584
310,ADGRB2,0.19931271477663232,0.19780219780219782
311,ADGRB3,0.1958762886597938,0.15384615384615385
312,ADGRD1,0.18213058419243985,0.19780219780219782
313,ADGRE1,0.18213058419243985,0.15934065934065936
314,ADGRE5,0.15807560137457044,0.20329670329670332
315,ADGRF1,0.12714776632302405,0.2142857142857143
316,ADGRF2,0.18556701030927836,0.2142857142857143
317,ADGRF3,0.302405498281787,0.08791208791208793
318,ADGRF4,0.18900343642611683,0.20329670329670332
319,ADGRF5,0.18213058419243985,0.17582417582417584
320,ADGRG1,0.19931271477663232,0.2142857142857143
321,ADGRG2,0.1752577319587629,0.20879120879120883
322,ADGRG3,0.16151202749140894,0.19230769230769232
323,ADGRG4,0.17869415807560138,0.19780219780219782
324,ADGRG5,0.1958762886597938,0.14835164835164838
325,ADGRG6,0.22336769759450173,0.17032967032967036
326,ADGRG7,0.18556701030927836,0.20879120879120883
327,ADGRL1,0.21305841924398627,0.18131868131868134
328,ADGRL2,0.2646048109965636,0.15384615384615385
329,ADGRL3,0.18900343642611683,0.1208791208791209
330,ADGRL4,0.17869415807560138,0.17582417582417584
331,ADGRV1,0.2302405498281787,0.18131868131868134
332,ADH4,0.2027491408934708,0.18131868131868134
333,ADH5,0.17869415807560138,0.20879120879120883
334,ADH7,0.1752577319587629,0.15384615384615385
335,ADHFE1,0.24398625429553267,0.19780219780219782
336,ADI1,0.18900343642611683,0.17582417582417584
337,ADIG,0.27835051546391754,0.2527472527472528
338,ADIPOQ,0.18900343642611683,0.19780219780219782
339,ADIPOR1,0.20618556701030927,0.17032967032967036
340,ADIPOR2,0.20962199312714777,0.17582417582417584
341,ADK,0.2027491408934708,0.15934065934065936
342,ADM,0.21649484536082475,0.20329670329670332
343,ADM2,0.1958762886597938,0.24725274725274726
344,ADNP,0.19931271477663232,0.14285714285714288
345,ADNP2,0.2027491408934708,0.16483516483516486
346,ADO,0.18556701030927836,0.19780219780219782
347,ADORA1,0.1752577319587629,0.18681318681318684
348,ADORA2A,0.3745704467353952,0.27472527472527475
349,ADORA2B,0.1718213058419244,0.20879120879120883
350,ADORA3,0.20618556701030927,0.14835164835164838
351,ADPGK,0.18556701030927836,0.19230769230769232
352,ADPRH,0.19243986254295534,0.14835164835164838
353,ADPRHL1,0.22336769759450173,0.1208791208791209
354,ADPRM,0.14776632302405499,0.13736263736263737
355,ADPRS,0.10996563573883161,0.18681318681318684
356,ADRA1A,0.18556701030927836,0.19780219780219782
357,ADRA1B,0.21305841924398627,0.16483516483516486
358,ADRA1D,0.1752577319587629,0.15384615384615385
359,ADRA2A,0.19931271477663232,0.2252747252747253
360,ADRA2B,0.26804123711340205,0.20879120879120883
361,ADRA2C,0.21993127147766323,0.15384615384615385
362,ADRB1,0.1958762886597938,0.18681318681318684
363,ADRB2,0.20962199312714777,0.16483516483516486
364,ADRB3,0.17869415807560138,0.15934065934065936
365,ADRM1,0.19243986254295534,0.15934065934065936
366,ADSL,0.18213058419243985,0.18131868131868134
367,ADTRP,0.17869415807560138,0.13736263736263737
368,AEBP1,0.23367697594501718,0.19780219780219782
369,AEBP2,0.1958762886597938,0.17032967032967036
370,AEN,0.13402061855670103,0.2142857142857143
371,AFAP1,0.140893470790378,0.16483516483516486
372,AFAP1L1,0.21993127147766323,0.18681318681318684
373,AFAP1L2,0.16494845360824742,0.19230769230769232
374,AFDN,0.20618556701030927,0.15934065934065936
375,AFF1,0.22336769759450173,0.19780219780219782
376,AFF2,0.2027491408934708,0.16483516483516486
377,AFF3,0.1958762886597938,0.18681318681318684
378,AFF4,0.21993127147766323,0.18131868131868134
379,AFG1L,0.18556701030927836,0.15384615384615385
380,AFG3L2,0.18900343642611683,0.15934065934065936
381,AFM,0.19243986254295534,0.14835164835164838
382,AFMID,0.19931271477663232,0.17032967032967036
383,AFP,0.18213058419243985,0.1318681318681319
384,AFTPH,0.20618556701030927,0.18131868131868134
385,AGA,0.14776632302405499,0.14285714285714288
386,AGAP1,0.20962199312714777,0.18131868131868134
387,AGAP2,0.19931271477663232,0.20329670329670332
388,AGAP3,0.18900343642611683,0.18131868131868134
389,AGBL1,0.18213058419243985,0.17032967032967036
390,AGBL2,0.24742268041237114,0.14285714285714288
391,AGBL3,0.18556701030927836,0.13736263736263737
392,AGBL4,0.17869415807560138,0.1318681318681319
393,AGBL5,0.20618556701030927,0.13736263736263737
394,AGER,0.1958762886597938,0.1318681318681319
395,AGFG1,0.19243986254295534,0.17582417582417584
396,AGFG2,0.11683848797250859,0.18681318681318684
397,AGGF1,0.19931271477663232,0.18681318681318684
398,AGK,0.1752577319587629,0.14285714285714288
399,AGL,0.18213058419243985,0.14835164835164838
400,AGMAT,0.19243986254295534,0.18681318681318684
401,AGMO,0.18900343642611683,0.20329670329670332
402,AGO1,0.20618556701030927,0.15934065934065936
403,AGO2,0.21305841924398627,0.16483516483516486
404,AGO3,0.18900343642611683,0.14835164835164838
405,AGO4,0.1752577319587629,0.18681318681318684
406,AGPAT1,0.22336769759450173,0.18131868131868134
407,AGPAT2,0.15463917525773196,0.15384615384615385
408,AGPAT3,0.2027491408934708,0.14285714285714288
409,AGPAT4,0.18900343642611683,0.19230769230769232
410,AGPAT5,0.18213058419243985,0.14285714285714288
411,AGPS,0.1958762886597938,0.16483516483516486
412,AGR2,0.19931271477663232,0.19230769230769232
413,AGR3,0.2268041237113402,0.14285714285714288
414,AGRN,0.18900343642611683,0.17032967032967036
415,AGRP,0.18900343642611683,0.18681318681318684
416,AGT,0.21993127147766323,0.19230769230769232
417,AGTPBP1,0.1958762886597938,0.1153846153846154
418,AGTR2,0.18213058419243985,0.17032967032967036
419,AGTRAP,0.18213058419243985,0.16483516483516486
420,AGXT,0.1958762886597938,0.17582417582417584
421,AGXT2,0.19243986254295534,0.20879120879120883
422,AHCTF1,0.19931271477663232,0.14285714285714288
423,AHCY,0.20962199312714777,0.10439560439560441
424,AHCYL1,0.20618556701030927,0.17032967032967036
425,AHCYL2,0.21305841924398627,0.17032967032967036
426,AHDC1,0.19931271477663232,0.19780219780219782
427,AHI1,0.18900343642611683,0.1263736263736264
428,AHNAK,0.2268041237113402,0.16483516483516486
429,AHR,0.17869415807560138,0.19230769230769232
430,AHRR,0.140893470790378,0.14285714285714288
431,AHSA1,0.3402061855670103,0.19230769230769232
432,AHSG,0.20618556701030927,0.18131868131868134
433,AICDA,0.18213058419243985,0.17582417582417584
434,AIDA,0.21305841924398627,0.15934065934065936
435,AIF1,0.22336769759450173,0.14835164835164838
436,AIF1L,0.18213058419243985,0.17582417582417584
437,AIFM1,0.19243986254295534,0.18131868131868134
438,AIFM2,0.18900343642611683,0.1208791208791209
439,AIFM3,0.19931271477663232,0.17032967032967036
440,AIG1,0.18900343642611683,0.18681318681318684
441,AIM2,0.15807560137457044,0.1263736263736264
442,AIMP1,0.18213058419243985,0.17032967032967036
443,AIMP2,0.18213058419243985,0.1318681318681319
444,AIP,0.1958762886597938,0.17582417582417584
445,AIPL1,0.1718213058419244,0.15384615384615385
446,AIRE,0.1958762886597938,0.1208791208791209
447,AJAP1,0.1718213058419244,0.17032967032967036
448,AJM1,0.21305841924398627,0.2142857142857143
449,AJUBA,0.18213058419243985,0.17032967032967036
450,AK1,0.19931271477663232,0.15934065934065936
451,AK2,0.1958762886597938,0.17582417582417584
452,AK3,0.18900343642611683,0.17032967032967036
453,AK4,0.2027491408934708,0.18681318681318684
454,AK5,0.23367697594501718,0.14835164835164838
455,AK6,0.19931271477663232,0.14835164835164838
456,AK7,0.18556701030927836,0.20329670329670332
457,AK8,0.14776632302405499,0.17032967032967036
458,AK9,0.17869415807560138,0.15384615384615385
459,AKAIN1,0.2027491408934708,0.19230769230769232
460,AKAP1,0.16151202749140894,0.15384615384615385
461,AKAP10,0.1958762886597938,0.15934065934065936
462,AKAP11,0.1958762886597938,0.15384615384615385
463,AKAP12,0.20962199312714777,0.20879120879120883
464,AKAP13,0.1958762886597938,0.20329670329670332
465,AKAP14,0.29553264604810997,0.13736263736263737
466,AKAP3,0.19243986254295534,0.15934065934065936
467,AKAP4,0.1718213058419244,0.18681318681318684
468,AKAP5,0.18900343642611683,0.15934065934065936
469,AKAP6,0.2027491408934708,0.17582417582417584
470,AKAP7,0.1718213058419244,0.1263736263736264
471,AKAP8,0.1958762886597938,0.17582417582417584
472,AKAP8L,0.21649484536082475,0.17582417582417584
473,AKAP9,0.19931271477663232,0.17032967032967036
474,AKIP1,0.18213058419243985,0.16483516483516486
475,AKIRIN1,0.1958762886597938,0.16483516483516486
476,AKIRIN2,0.19931271477663232,0.20329670329670332
477,AKNA,0.16494845360824742,0.1263736263736264
478,AKNAD1,0.18213058419243985,0.1098901098901099
479,AKR1A1,0.1958762886597938,0.17032967032967036
480,AKR1B10,0.19243986254295534,0.20329670329670332
481,AKR1D1,0.1958762886597938,0.20879120879120883
482,AKT1,0.22336769759450173,0.16483516483516486
483,AKT1S1,0.19931271477663232,0.18681318681318684
484,AKT2,0.21649484536082475,0.17582417582417584
485,AKT3,0.21649484536082475,0.18131868131868134
486,AKTIP,0.20962199312714777,0.15384615384615385
487,ALAD,0.18900343642611683,0.15384615384615385
488,ALAS1,0.19243986254295534,0.14285714285714288
489,ALAS2,0.18213058419243985,0.17582417582417584
490,ALB,0.18900343642611683,0.2142857142857143
491,ALCAM,0.1958762886597938,0.20879120879120883
492,ALDH16A1,0.18556701030927836,0.15384615384615385
493,ALDH18A1,0.2027491408934708,0.18681318681318684
494,ALDH1A1,0.18556701030927836,0.2142857142857143
495,ALDH1A2,0.1958762886597938,0.2142857142857143
496,ALDH1A3,0.18556701030927836,0.2252747252747253
497,ALDH1B1,0.11683848797250859,0.16483516483516486
498,ALDH1L1,0.20962199312714777,0.18681318681318684
499,ALDH1L2,0.18556701030927836,0.18131868131868134
500,ALDH2,0.2027491408934708,0.18131868131868134
501,ALDH3A1,0.23367697594501718,0.17582417582417584
502,ALDH3A2,0.19931271477663232,0.17032967032967036
503,ALDH3B1,0.2027491408934708,0.15934065934065936
504,ALDH3B2,0.1718213058419244,0.2252747252747253
505,ALDH4A1,0.17869415807560138,0.18681318681318684
506,ALDH5A1,0.19931271477663232,0.20879120879120883
507,ALDH6A1,0.18900343642611683,0.15384615384615385
508,ALDH7A1,0.20962199312714777,0.15384615384615385
509,ALDH8A1,0.3745704467353952,0.2142857142857143
510,ALDH9A1,0.19931271477663232,0.16483516483516486
511,ALDOA,0.20618556701030927,0.16483516483516486
512,ALDOB,0.22336769759450173,0.18681318681318684
513,ALDOC,0.2508591065292096,0.14835164835164838
514,ALG1,0.19931271477663232,0.1263736263736264
515,ALG10B,0.18213058419243985,0.17032967032967036
516,ALG11,0.1958762886597938,0.17582417582417584
517,ALG12,0.18900343642611683,0.15934065934065936
518,ALG13,0.19931271477663232,0.14835164835164838
519,ALG14,0.19243986254295534,0.15384615384615385
520,ALG2,0.18900343642611683,0.17032967032967036
521,ALG3,0.19243986254295534,0.1153846153846154
522,ALG5,0.1958762886597938,0.1263736263736264
523,ALG6,0.17869415807560138,0.14285714285714288
524,ALG8,0.1958762886597938,0.13736263736263737
525,ALG9,0.19243986254295534,0.15934065934065936
526,ALK,0.24742268041237114,0.17032967032967036
527,ALKAL1,0.2027491408934708,0.18131868131868134
528,ALKAL2,0.1752577319587629,0.18681318681318684
529,ALKBH1,0.20618556701030927,0.19780219780219782
530,ALKBH2,0.16151202749140894,0.20329670329670332
531,ALKBH3,0.21305841924398627,0.17032967032967036
532,ALKBH4,0.1752577319587629,0.17032967032967036
533,ALKBH5,0.21305841924398627,0.19230769230769232
534,ALKBH6,0.18900343642611683,0.17032967032967036
