GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,miRNA-seq-up,miRNA-seq-down,miRNA-seq-all,ncRNA-seq-up,ncRNA-seq-down,ncRNA-seq-all,unchange_RNA-seq,HN5_RNA-seq,unchange_miRNA-seq,HN5_miRNA-seq,unchange_ncRNA-seq,HN5_ncRNA-seq,PRO-seq-up,PRO-seq-down,PRO-seq-all,unchange_PRO-seq,HN5_PRO-seq,Timelapse-seq-up,Timelapse-seq-down,Timelapse-seq-all,unchange_Timelapse-seq,HN5_Timelapse-seq,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,unchange_Ribo-seq,HN5_Ribo-seq,all(check),Total_HN-score
Noxred1,20,5,169,0,0,9,0,0,2,144,15,9,0,2,0,1,3,34,30,-2,1,0,8,7,1,0,0,20,20,0,242,14
Cldn19,7,6,169,0,0,9,0,0,2,156,1,9,0,2,0,12,0,34,22,12,0,0,8,8,0,5,4,20,11,1,242,14
Cldn6,8,4,169,0,0,9,0,0,2,157,4,9,0,2,0,10,0,34,24,10,0,0,8,8,0,0,0,20,20,0,242,14
Rnf224,13,3,169,0,0,9,0,0,2,153,10,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,14
Snapc1l,30,15,169,0,0,9,1,0,2,124,15,9,0,1,1,1,0,34,33,1,0,0,8,8,0,0,3,20,17,-3,242,14
Klf6,15,0,169,0,0,9,0,0,2,154,15,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,14
Rasl11a,20,3,169,0,0,9,0,0,2,146,17,9,0,2,0,0,2,34,32,-2,1,0,8,7,1,0,2,20,18,-2,242,14
Acnat1,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,3,0,34,31,3,0,0,8,8,0,4,1,20,15,3,242,14
Ugt1a10,17,6,169,0,0,9,0,0,2,146,11,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,14
H2-Bl,14,10,169,0,0,9,1,0,2,145,4,9,0,1,1,9,1,34,24,8,1,0,8,7,1,0,0,20,20,0,242,14
Gm10718,28,13,169,0,0,9,1,0,2,128,15,9,0,1,1,5,6,34,23,-1,2,3,8,3,-1,0,0,20,20,0,242,14
Susd3,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,4,0,34,30,4,0,0,8,8,0,1,0,20,19,1,242,14
Iqca1l,14,4,169,0,0,9,0,0,2,151,10,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,14
Serpina3i,18,3,169,0,0,9,0,0,2,148,15,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,2,20,18,-2,242,14
Igkv8-28,16,2,169,0,0,9,0,0,2,151,14,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,14
Obp2a,16,2,169,0,0,9,0,0,2,151,14,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,14
Cfd,20,9,169,0,0,9,0,0,2,140,11,9,0,2,0,4,1,34,29,3,0,0,8,8,0,0,0,20,20,0,242,14
Myc,15,0,169,0,0,9,0,0,2,154,15,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,13
Trim72,12,2,169,0,0,9,1,0,2,155,10,9,0,1,1,1,0,34,33,1,0,0,8,8,0,1,0,20,19,1,242,13
Rnf223,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,13
Cldn15,16,0,169,0,0,9,0,0,2,153,16,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,13
Retnlg,22,7,169,0,0,9,0,0,2,140,15,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,13
Msantd1,18,5,169,0,0,9,0,0,2,146,13,9,0,2,0,0,1,34,33,-1,1,0,8,7,1,0,0,20,20,0,242,13
Trib2,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,8,2,34,24,6,0,0,8,8,0,2,0,20,18,2,242,13
Bst2,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,9,3,34,22,6,2,0,8,6,2,2,1,20,17,1,242,13
Mt4,20,8,169,0,0,9,0,0,2,141,12,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,13
Tceal5,19,6,169,0,0,9,0,0,2,144,13,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,1,0,20,19,1,242,13
Gm11032,21,12,169,0,0,9,1,1,2,136,9,9,0,0,0,4,8,34,22,-4,5,0,8,3,5,3,0,20,17,3,242,13
Fosb,14,5,169,0,0,9,0,0,2,150,9,9,0,2,0,5,3,34,26,2,2,0,8,6,2,0,0,20,20,0,242,13
Apoa1,18,8,169,0,0,9,0,0,2,143,10,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,13
Hba-a2,25,11,169,0,0,9,1,0,2,133,14,9,0,1,1,2,3,34,29,-1,0,0,8,8,0,0,1,20,19,-1,242,13
Igha,18,5,169,0,0,9,0,0,2,146,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Igfbp7,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,5,1,34,28,4,1,0,8,7,1,2,1,20,17,1,242,13
Dusp8,15,3,169,0,0,9,0,0,2,151,12,9,0,2,0,3,3,34,28,0,1,0,8,7,1,0,0,20,20,0,242,13
Acbd7,20,7,169,0,0,9,0,0,2,142,13,9,0,2,0,4,4,34,26,0,0,0,8,8,0,0,0,20,20,0,242,13
Gabrr2,12,4,169,0,0,9,0,0,2,153,8,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,13
Klrb1b,14,1,169,0,0,9,0,0,2,154,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Tnfsf9,17,1,169,0,0,9,1,0,2,151,16,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,13
Adig,24,13,169,1,0,9,0,0,2,132,11,8,1,2,0,5,4,34,25,1,0,0,8,8,0,0,0,20,20,0,242,13
Krt20,13,0,169,0,0,9,0,0,2,156,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Fpr2,18,13,169,0,0,9,0,0,2,138,5,9,0,2,0,8,0,34,26,8,0,0,8,8,0,0,0,20,20,0,242,13
Hspa4l,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,5,3,34,26,2,0,0,8,8,0,0,0,20,20,0,242,13
A730049H05Rik,16,4,169,0,0,9,0,0,2,149,12,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,13
Col6a3,4,2,169,0,0,9,0,0,2,163,2,9,0,2,0,11,0,34,23,11,0,0,8,8,0,0,0,20,20,0,242,13
Fgf8,14,3,169,0,0,9,0,0,2,152,11,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,13
Defa3,17,4,169,0,0,9,0,0,2,148,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Mroh6,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,13
Sphk1,16,3,169,0,1,9,2,0,2,150,13,8,-1,0,2,0,3,34,31,-3,3,0,8,5,3,1,2,20,17,-1,242,13
Ccl21a,15,2,169,0,0,9,0,0,2,152,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Cd3e,14,1,169,0,0,9,0,0,2,154,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Ccr5,17,8,169,0,1,9,1,0,2,144,9,8,-1,1,1,5,2,34,27,3,3,0,8,5,3,1,3,20,16,-2,242,13
Gpnmb,16,3,169,0,0,9,0,0,2,150,13,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,1,0,20,19,1,242,13
Ctrb1,18,7,169,0,0,9,0,0,2,144,11,9,0,2,0,3,1,34,30,2,0,0,8,8,0,0,0,20,20,0,242,13
Potegl,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,13
Gm28053,26,13,169,0,0,9,0,0,2,130,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,13
Cysrt1,11,12,169,0,0,9,0,0,2,146,-1,9,0,2,0,16,1,34,17,15,0,1,8,7,-1,0,0,20,20,0,242,13
Gsta2,17,6,169,0,0,9,0,0,2,146,11,9,0,2,0,1,0,34,33,1,0,0,8,8,0,1,0,20,19,1,242,13
H3c2,24,13,169,0,0,9,0,0,2,132,11,9,0,2,0,10,5,34,19,5,0,0,8,8,0,0,3,20,17,-3,242,13
Ctsk,21,7,169,0,0,9,0,0,2,141,14,9,0,2,0,0,2,34,32,-2,1,0,8,7,1,0,0,20,20,0,242,13
Gm3285,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,13
Pla2g12b,14,2,169,0,0,9,0,0,2,153,12,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,13
Tdgf1,15,1,169,0,0,9,0,0,2,153,14,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,12
Wfdc10,17,5,169,0,0,9,0,0,2,147,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Olfr1033,14,3,169,0,0,9,0,0,2,152,11,9,0,2,0,7,5,34,22,2,0,0,8,8,0,1,2,20,17,-1,242,12
Sytl1,11,2,169,0,0,9,1,0,2,156,9,9,0,1,1,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Prrg4,15,5,169,0,0,9,0,0,2,149,10,9,0,2,0,5,4,34,25,1,1,0,8,7,1,0,0,20,20,0,242,12
Rragd,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,4,2,34,28,2,0,0,8,8,0,0,0,20,20,0,242,12
Gcg,17,5,169,0,0,9,0,0,2,147,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Tmem200b,18,4,169,0,0,9,0,0,2,147,14,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,12
Idi2,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,12
Prm1,18,13,169,2,0,9,0,0,2,138,5,7,2,2,0,8,3,34,23,5,0,0,8,8,0,0,0,20,20,0,242,12
Ren1,16,5,169,0,0,9,0,0,2,148,11,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,12
Aqp5,22,6,169,0,0,9,1,0,2,141,16,9,0,1,1,0,5,34,29,-5,0,0,8,8,0,1,1,20,18,0,242,12
Hpn,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,12
Apol9a,14,6,169,0,0,9,0,0,2,149,8,9,0,2,0,7,6,34,21,1,0,0,8,8,0,3,0,20,17,3,242,12
Pdk4,13,0,169,0,0,9,0,0,2,156,13,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,12
Orm1,20,10,169,0,0,9,0,0,2,139,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Hpd,6,4,169,0,0,9,0,0,2,159,2,9,0,2,0,11,1,34,22,10,0,0,8,8,0,0,0,20,20,0,242,12
Olfr1039,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,9,7,34,18,2,0,0,8,8,0,0,0,20,20,0,242,12
Maob,12,2,169,0,0,9,0,0,2,155,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Mmp23,17,2,169,0,0,9,0,0,2,150,15,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,12
Gjc2,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,1,0,20,19,1,242,12
Rplp2-ps1,16,4,169,0,0,9,0,0,2,149,12,9,0,2,0,4,6,34,24,-2,2,2,8,4,0,2,0,20,18,2,242,12
Lyst,22,13,169,0,0,9,0,0,2,134,9,9,0,2,0,5,1,34,28,4,0,0,8,8,0,0,1,20,19,-1,242,12
Lypd1,14,1,169,0,0,9,0,0,2,154,13,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,12
Gm21854,14,1,169,0,0,9,0,0,2,154,13,9,0,2,0,3,4,34,27,-1,0,0,8,8,0,0,0,20,20,0,242,12
Gm21778,17,8,169,0,0,9,0,0,2,144,9,9,0,2,0,3,0,34,31,3,0,0,8,8,0,1,1,20,18,0,242,12
Serping1,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,1,0,20,19,1,242,12
Gstp3,21,9,169,0,0,9,0,0,2,139,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Slc38a3,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,12
Hsd17b6,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Rpl36a-ps1,27,19,169,0,1,9,2,0,2,123,8,8,-1,0,2,2,6,34,26,-4,7,0,8,1,7,1,1,20,18,0,242,12
Hsd11b2,15,6,169,0,0,9,0,0,2,148,9,9,0,2,0,5,2,34,27,3,0,0,8,8,0,0,0,20,20,0,242,12
Espn,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,7,0,34,27,7,0,0,8,8,0,0,0,20,20,0,242,12
Amhr2,14,5,169,0,0,9,0,0,2,150,9,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,12
Selplg,11,8,169,0,0,9,0,0,2,150,3,9,0,2,0,11,2,34,21,9,0,0,8,8,0,0,0,20,20,0,242,12
Islr2,12,2,169,0,0,9,0,0,2,155,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Timp1,20,3,169,0,0,9,0,0,2,146,17,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,12
Adm2,14,2,169,0,0,9,0,0,2,153,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Alpk2,17,5,169,0,0,9,0,0,2,147,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Gm17728,25,14,169,0,0,9,0,0,2,130,11,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,12
Evpl,13,2,169,0,0,9,0,0,2,154,11,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,12
Hhipl2,12,7,169,0,0,9,0,0,2,150,5,9,0,2,0,7,0,34,27,7,0,0,8,8,0,0,0,20,20,0,242,12
Klhl40,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,12
Cck,14,8,169,0,0,9,0,0,2,147,6,9,0,2,0,6,0,34,28,6,0,0,8,8,0,0,0,20,20,0,242,12
Gm11213,5,2,169,1,0,9,0,0,2,162,3,8,1,2,0,8,0,34,26,8,0,0,8,8,0,0,0,20,20,0,242,12
Fibcd1,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Cxcr4,18,7,169,0,0,9,0,0,2,144,11,9,0,2,0,3,2,34,29,1,0,0,8,8,0,0,0,20,20,0,242,12
Gm9999,10,7,169,2,0,9,0,0,2,152,3,7,2,2,0,11,4,34,19,7,0,0,8,8,0,0,0,20,20,0,242,12
Fthl17d,13,1,169,0,0,9,0,0,2,155,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
H2ac10,34,17,169,0,0,9,0,0,2,118,17,9,0,2,0,3,8,34,23,-5,0,0,8,8,0,2,2,20,16,0,242,12
Ccl8,25,13,169,0,0,9,0,0,2,131,12,9,0,2,0,6,6,34,22,0,1,1,8,6,0,0,0,20,20,0,242,12
H2ac15,24,16,169,0,0,9,1,0,2,129,8,9,0,1,1,7,6,34,21,1,0,0,8,8,0,3,1,20,16,2,242,12
Cuzd1,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,12
4930486L24Rik,32,20,169,0,0,9,0,0,2,117,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Tsc22d3,15,0,169,0,0,9,0,0,2,154,15,9,0,2,0,0,6,34,28,-6,1,0,8,7,1,3,1,20,16,2,242,12
Slc6a8,13,0,169,0,0,9,0,0,2,156,13,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,1,20,19,-1,242,12
Igflr1,35,22,169,0,0,9,0,0,2,112,13,9,0,2,0,6,7,34,21,-1,0,0,8,8,0,0,0,20,20,0,242,12
Mrgprh,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,9,0,34,25,9,0,0,8,8,0,0,0,20,20,0,242,12
Adam30,7,6,169,0,0,9,0,0,2,156,1,9,0,2,0,11,0,34,23,11,0,0,8,8,0,0,0,20,20,0,242,12
Cd83,14,2,169,0,0,9,0,0,2,153,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Hspd1,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,3,3,34,28,0,0,0,8,8,0,1,0,20,19,1,242,12
Ighv1-55,16,4,169,0,0,9,0,0,2,149,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Scx,20,6,169,0,0,9,0,0,2,143,14,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,12
Card9,13,3,169,0,0,9,0,1,2,153,10,9,0,1,-1,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,12
Vsig4,15,3,169,0,0,9,0,0,2,151,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Cx3cl1,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,2,2,34,30,0,0,0,8,8,0,2,0,20,18,2,242,12
Gadd45a,10,0,169,0,0,9,1,0,2,159,10,9,0,1,1,0,1,34,33,-1,1,0,8,7,1,1,0,20,19,1,242,12
Zfand2a,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,4,3,34,27,1,1,0,8,7,1,1,0,20,19,1,242,12
Angptl4,15,5,169,0,0,9,0,0,2,149,10,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,12
Zbtb16,15,3,169,0,0,9,0,0,2,151,12,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,12
Ch25h,18,6,169,0,0,9,0,0,2,145,12,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,12
Fgf18,16,6,169,0,0,9,0,0,2,147,10,9,0,2,0,3,2,34,29,1,1,0,8,7,1,0,0,20,20,0,242,12
Cd79b,16,5,169,0,0,9,0,0,2,148,11,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,12
Guca1b,13,3,169,0,0,9,0,0,2,153,10,9,0,2,0,2,1,34,31,1,0,0,8,8,0,0,0,20,20,0,242,11
Tmigd1,14,3,169,0,0,9,0,0,2,152,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Gm21693,12,1,169,0,0,9,0,0,2,156,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Creb5,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,2,0,34,32,2,0,0,8,8,0,1,0,20,19,1,242,11
Cyp2c55,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,2,0,34,32,2,4,0,8,4,4,0,2,20,18,-2,242,11
Sbk3,12,3,169,0,0,9,0,0,2,154,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Ephx3,11,3,169,0,0,9,0,0,2,155,8,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,11
Igkv2-109,13,2,169,0,0,9,0,0,2,154,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Fam71a,13,4,169,0,0,9,0,0,2,152,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Olfr286,12,0,169,0,0,9,0,0,2,157,12,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,11
Trav6d-6,13,2,169,0,0,9,0,0,2,154,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Dlk1,12,3,169,0,0,9,0,0,2,154,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Gm10563,20,13,169,0,0,9,0,0,2,136,7,9,0,2,0,8,10,34,16,-2,5,0,8,3,5,1,0,20,19,1,242,11
Unc93a,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,9,1,34,24,8,0,0,8,8,0,1,0,20,19,1,242,11
Hbb-bs,15,4,169,0,0,9,0,0,2,150,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Rpl9-ps6,25,15,169,0,0,9,0,0,2,129,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,11
Sfn,12,1,169,0,0,9,0,0,2,156,11,9,0,2,0,2,3,34,29,-1,1,0,8,7,1,0,0,20,20,0,242,11
Gadd45b,10,0,169,0,0,9,1,0,2,159,10,9,0,1,1,0,3,34,31,-3,2,0,8,6,2,1,0,20,19,1,242,11
Trbv14,13,2,169,0,0,9,0,0,2,154,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Ppargc1a,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,11
Ptprn,12,1,169,0,0,9,0,0,2,156,11,9,0,2,0,1,1,34,32,0,1,0,8,7,1,0,1,20,19,-1,242,11
Kitl,7,2,169,0,0,9,1,0,2,160,5,9,0,1,1,7,2,34,25,5,0,0,8,8,0,0,0,20,20,0,242,11
Klhdc7b,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,11
Fxyd4,21,5,169,0,0,9,0,0,2,143,16,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,11
Slc5a3,12,1,169,0,0,9,0,0,2,156,11,9,0,2,0,3,3,34,28,0,0,0,8,8,0,0,0,20,20,0,242,11
Gpr132,20,6,169,0,0,9,0,0,2,143,14,9,0,2,0,2,5,34,27,-3,0,0,8,8,0,0,0,20,20,0,242,11
Klrd1,23,16,169,0,0,9,0,0,2,130,7,9,0,2,0,5,1,34,28,4,0,0,8,8,0,0,0,20,20,0,242,11
Edn2,12,2,169,0,0,9,0,0,2,155,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,11
Scgb1c1,25,16,169,0,0,9,0,0,2,128,9,9,0,2,0,5,3,34,26,2,0,0,8,8,0,0,0,20,20,0,242,11
Slfn1,14,3,169,0,0,9,0,0,2,152,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Nkx2-5,10,1,169,0,0,9,1,0,2,158,9,9,0,1,1,0,0,34,34,0,0,0,8,8,0,1,0,20,19,1,242,11
Chrna4,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,8,2,34,24,6,0,0,8,8,0,0,0,20,20,0,242,11
Lrit3,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Sectm1b,17,7,169,0,0,9,0,0,2,145,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,11
Areg,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,4,0,34,30,4,1,0,8,7,1,0,0,20,20,0,242,11
Tktl1,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,5,1,34,28,4,0,0,8,8,0,0,0,20,20,0,242,11
Olfr1369-ps1,13,1,169,0,0,9,0,0,2,155,12,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,11
Tceal6,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Ppp1r15a,12,0,169,0,0,9,0,0,2,157,12,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,2,0,20,18,2,242,11
Apoa4,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Ltc4s,22,10,169,0,0,9,0,1,2,137,12,9,0,1,-1,4,4,34,26,0,0,0,8,8,0,0,0,20,20,0,242,11
Gm8251,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,6,1,34,27,5,0,0,8,8,0,0,0,20,20,0,242,11
Pipox,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,4,0,34,30,4,0,0,8,8,0,0,0,20,20,0,242,11
Slc45a1,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,10,0,34,24,10,0,0,8,8,0,0,0,20,20,0,242,11
Ltb4r1,11,3,169,0,0,9,0,0,2,155,8,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,11
Pip5kl1,12,7,169,0,0,9,0,0,2,150,5,9,0,2,0,6,0,34,28,6,0,0,8,8,0,0,0,20,20,0,242,11
Rasgef1b,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,2,0,34,32,2,1,0,8,7,1,0,0,20,20,0,242,11
Rrh,15,4,169,0,0,9,0,0,2,150,11,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,11
Itgb8,14,1,169,0,0,9,0,0,2,154,13,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,11
Pde6g,15,7,169,0,0,9,0,0,2,147,8,9,0,2,0,2,0,34,32,2,1,0,8,7,1,0,0,20,20,0,242,11
Tepp,14,9,169,0,0,9,0,0,2,146,5,9,0,2,0,7,0,34,27,7,0,1,8,7,-1,0,0,20,20,0,242,11
Sycn,13,4,169,0,0,9,0,0,2,152,9,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,11
Laptm5,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,2,0,34,32,2,0,0,8,8,0,1,0,20,19,1,242,11
Hspa8,9,0,169,0,0,9,0,0,2,160,9,9,0,2,0,4,4,34,26,0,0,0,8,8,0,2,0,20,18,2,242,11
Msgn1,12,1,169,0,0,9,0,0,2,156,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Gm13398,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,11
Gm49339,14,3,169,0,0,9,0,0,2,152,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Slc10a5,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,11
Olfr907,9,1,169,1,0,9,0,0,2,159,8,8,1,2,0,2,0,34,32,2,0,0,8,8,0,4,4,20,12,0,242,11
