GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,SLAM-seq-up,SLAM-seq-down,SLAM-seq-all,TTchem-seq-up,TTchem-seq-down,TTchem-seq-all,TT-seq-up,TT-seq-down,TT-seq-all,4sU-seq-up,4sU-seq-down,4sU-seq-all,MeRIP-seq-up,MeRIP-seq-down,MeRIP-seq-all,m1A-seq-up,m1A-seq-down,m1A-seq-all,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,m6Am-seq-up,m6Am-seq-down,m6Am-seq-all,mNET-seq-up,mNET-seq-down,mNET-seq-all,PRO-seq-up,PRO-seq-down,PRO-seq-all,all(check),all,unchange_RNA-seq,HN5_RNA-seq,unchange_SLAM-seq,HN5_SLAM-seq,unchange_TTchem-seq,HN5_TTchem-seq,unchange_TT-seq,HN5_TT-seq,unchange_4sU-seq,HN5_4sU-seq,unchange_MeRIP-seq,HN5_MeRIP-seq,unchange_m1A-seq,HN5_m1A-seq,unchange_Ribo-seq,HN5_Ribo-seq,unchange_m6Am-seq,HN5_m6Am-seq,unchange_mNET-seq,HN5_mNET-seq,unchange_PRO-seq,HN5_PRO-seq,Total_HN-score
SLC26A1,4,6,192,0,0,11,1,2,34,0,0,8,2,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,-2,11,0,31,-1,8,0,26,-1,3,0,2,0,6,0,7,0,4,0,23,1,-3
KRTAP19-3,3,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,3,7,0,0,4,0,1,24,322,322,187,1,11,0,34,0,8,0,31,0,3,0,2,0,6,0,4,-3,4,0,23,-1,-3
SLC25A43,2,1,192,0,2,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,1,9,-2,34,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLC25A36,9,5,192,0,0,11,0,0,34,0,0,8,0,8,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,178,4,11,0,34,0,8,0,23,-8,3,0,2,0,6,0,7,0,4,0,23,1,-3
IFT122,3,7,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,182,-4,11,0,34,0,8,0,30,1,3,0,1,1,6,0,7,0,4,0,23,-1,-3
IGKV1-33,9,12,192,0,0,11,0,0,34,1,1,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,171,-3,11,0,34,0,6,0,30,-1,3,0,2,0,6,0,7,0,4,0,23,1,-3
KIF22,9,7,192,0,0,11,0,0,34,0,0,8,0,6,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,176,2,11,0,34,0,8,0,25,-6,3,0,2,0,6,0,7,0,4,0,23,1,-3
SNX20,0,4,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-4,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
BARHL1,2,4,192,0,0,11,0,3,34,0,0,8,4,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,-2,11,0,31,-3,8,0,25,2,3,0,2,0,6,0,7,0,4,0,24,0,-3
TAGLN,8,9,192,1,0,11,0,1,34,0,0,8,0,2,31,0,0,3,0,0,2,2,1,6,0,1,7,0,0,4,0,0,24,322,322,175,-1,10,1,33,-1,8,0,29,-2,3,0,2,0,3,1,6,-1,4,0,24,0,-3
IL1R1,1,4,192,0,0,11,1,0,34,0,0,8,2,2,31,0,0,3,0,0,2,0,0,6,1,1,7,0,0,4,0,1,24,322,322,187,-3,11,0,33,1,8,0,27,0,3,0,2,0,6,0,5,0,4,0,23,-1,-3
TAPBPL,2,1,192,0,0,11,1,2,34,0,0,8,1,5,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,189,1,11,0,31,-1,8,0,25,-4,3,0,2,0,6,0,6,1,4,0,24,0,-3
ZNF705B,0,4,192,0,0,11,0,0,34,1,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-4,11,0,34,0,7,1,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
PRAMEF33,0,3,192,0,0,11,0,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,0,24,322,322,189,-3,11,0,33,-1,8,0,31,0,3,0,2,0,6,0,7,0,3,1,24,0,-3
IRX3,3,4,192,0,0,11,1,1,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,-1,11,0,32,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
TARS2,4,9,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,179,-5,10,1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,-3
IRX4,6,6,192,0,2,11,0,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,0,24,322,322,180,0,9,-2,33,-1,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,23,1,-3
ISCA2,4,6,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,182,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
ENPP5,1,2,192,0,0,11,0,1,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-1,11,0,33,-1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
ISM1,2,3,192,0,0,11,0,0,34,0,0,8,1,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,-1,11,0,34,0,8,0,27,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
MRPS18B,4,6,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,-2,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
PRAMEF11,0,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,190,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
ATP5MF-PTCD1,5,10,192,0,0,11,6,1,34,1,0,8,7,7,31,0,0,3,0,0,2,1,0,6,1,1,7,0,0,4,0,5,24,322,322,177,-5,11,0,27,5,7,1,17,0,3,0,2,0,5,1,5,0,4,0,19,-5,-3
ITGA11,0,3,192,0,0,11,1,2,34,0,0,8,3,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,31,-1,8,0,26,1,3,0,2,0,6,0,7,0,4,0,24,0,-3
STING1,4,5,192,0,1,11,0,0,34,1,0,8,1,2,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,2,24,322,322,183,-1,10,-1,34,0,7,1,28,-1,3,0,2,0,6,0,6,1,4,0,22,-2,-3
TAT,1,5,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,186,-4,11,0,34,0,8,0,30,1,3,0,1,1,6,0,7,0,4,0,23,-1,-3
STH,15,10,192,0,0,11,3,12,34,0,0,8,5,6,31,1,0,3,1,0,2,0,0,6,0,0,7,0,1,4,3,2,24,322,322,167,5,11,0,19,-9,8,0,20,-1,2,1,1,1,6,0,7,0,3,-1,19,1,-3
MTF2,5,7,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,-2,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
STEAP3,3,4,192,1,2,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,185,-1,8,-1,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
PRDM9,2,4,192,0,0,11,0,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,2,24,322,322,186,-2,11,0,33,-1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,20,0,-3
CEP295,4,7,192,0,1,11,1,0,34,0,0,8,0,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,-3,10,-1,33,1,8,0,29,-2,3,0,1,1,6,0,7,0,4,0,23,1,-3
ITPKA,6,9,192,0,2,11,1,0,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,-3,9,-2,33,1,8,0,28,1,3,0,2,0,6,0,7,0,4,0,24,0,-3
ITPR1,5,7,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,2,7,0,0,4,0,0,24,322,322,180,-2,11,0,34,0,8,0,30,1,3,0,2,0,6,0,5,-2,4,0,24,0,-3
B9D1,8,8,192,0,1,11,0,0,34,0,0,8,2,4,31,0,0,3,0,0,2,1,0,6,0,1,7,0,0,4,0,0,24,322,322,176,0,10,-1,34,0,8,0,25,-2,3,0,2,0,5,1,6,-1,4,0,24,0,-3
PRAMEF10,0,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,1,2,4,0,0,24,322,322,190,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,1,-1,24,0,-3
POGLUT2,3,3,192,0,1,11,0,0,34,0,2,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,0,10,-1,34,0,6,-2,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
CFAP74,20,23,192,1,0,11,1,5,34,0,2,8,2,0,31,1,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,149,-3,10,1,28,-4,6,-2,29,2,2,1,1,1,6,0,7,0,4,0,23,1,-3
DAB1,5,6,192,0,0,11,0,0,34,0,0,8,1,2,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,181,-1,11,0,34,0,8,0,28,-1,3,0,2,0,6,0,6,-1,4,0,24,0,-3
AWAT1,1,1,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,0,24,322,322,190,0,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,2,-2,24,0,-3
PPP1R1B,2,7,192,0,0,11,1,4,34,0,0,8,4,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,-5,11,0,29,-3,8,0,27,4,3,0,1,1,6,0,7,0,4,0,24,0,-3
INO80,5,6,192,0,0,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,181,-1,11,0,34,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,22,0,-3
OPN1LW,0,2,192,0,0,11,0,0,34,0,0,8,2,2,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,190,-2,11,0,34,0,8,0,27,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
SYS1-DBNDD2,22,29,192,0,0,11,0,2,34,2,0,8,4,2,31,1,0,3,1,0,2,0,0,6,0,1,7,0,2,4,4,1,24,322,322,141,-7,11,0,32,-2,6,2,25,2,2,1,1,1,6,0,6,-1,2,-2,19,3,-3
OPCML,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
INPP1,2,1,192,0,0,11,1,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,4,24,322,322,189,1,11,0,33,1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,20,-4,-3
INPP5D,6,6,192,0,0,11,2,3,34,0,0,8,1,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,2,24,322,322,180,0,11,0,29,-1,8,0,28,-1,3,0,1,1,6,0,7,0,4,0,22,-2,-3
ATXN10,9,3,192,0,1,11,0,6,34,0,0,8,0,2,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,180,6,10,-1,28,-6,8,0,29,-2,3,0,2,0,5,-1,7,0,4,0,23,1,-3
NTF3,5,4,192,0,0,11,2,0,34,1,1,8,1,7,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,1,11,0,32,2,6,0,23,-6,3,0,2,0,6,0,7,0,4,0,24,0,-3
ZNF671,2,1,192,0,0,11,1,0,34,0,0,8,0,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,1,11,0,33,1,8,0,26,-5,3,0,2,0,6,0,7,0,4,0,24,0,-3
STXBP3,6,9,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
B3GALT5,1,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
ATR,4,5,192,0,2,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,1,24,322,322,183,-1,9,-2,33,1,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,22,0,-3
CFAP91,2,5,192,1,1,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,185,-3,9,0,34,0,8,0,30,1,3,0,2,0,6,0,6,-1,4,0,24,0,-3
CES1,13,12,192,1,1,11,1,2,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,167,1,9,0,31,-1,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,23,-1,-3
DAGLA,6,5,192,0,0,11,0,0,34,0,0,8,0,4,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,181,1,11,0,34,0,8,0,27,-4,3,0,1,1,6,0,6,-1,4,0,24,0,-3
MS4A12,1,3,192,0,0,11,0,0,34,1,2,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,11,0,34,0,5,-1,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
TAF11L2,1,1,192,0,0,11,0,0,34,0,2,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,190,0,11,0,34,0,6,-2,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
PPT2-EGFL8,6,12,192,0,0,11,3,1,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,174,-6,11,0,30,2,8,0,30,1,3,0,1,1,6,0,6,-1,4,0,24,0,-3
TAF11L9,0,0,192,0,0,11,0,5,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,29,-5,8,0,29,2,3,0,2,0,6,0,7,0,4,0,24,0,-3
ATP8A1,5,7,192,0,0,11,1,0,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,2,7,0,1,4,0,0,24,322,322,180,-2,11,0,33,1,8,0,28,1,3,0,2,0,6,0,5,-2,3,-1,24,0,-3
MRPS31,5,9,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,178,-4,11,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,22,0,-3
PRICKLE3,3,6,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,183,-3,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
ATP2C2,2,2,192,0,0,11,0,2,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,0,11,0,32,-2,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
IWS1,8,12,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,172,-4,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
EEFSEC,5,5,192,0,0,11,0,2,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,0,11,0,32,-2,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
SPDYE8,5,7,192,0,0,11,1,4,34,0,0,8,3,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,1,24,322,322,180,-2,11,0,29,-3,8,0,28,3,3,0,2,0,6,0,6,-1,4,0,22,0,-3
KCNK2,5,2,192,0,0,11,0,2,34,0,0,8,0,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,185,3,11,0,32,-2,8,0,28,-3,3,0,2,0,6,0,7,0,4,0,23,-1,-3
EFHC2,0,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,188,-4,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,1,4,0,24,0,-3
MTRNR2L13,0,0,192,0,0,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,2,24,322,322,192,0,11,0,34,0,8,0,29,-2,3,0,2,0,6,0,7,0,3,1,22,-2,-3
CYP2C9,0,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,187,-5,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,-3
SPATA31A6,0,2,192,0,0,11,0,0,34,0,1,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,-2,11,0,34,0,7,-1,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
ZNF625-ZNF20,13,13,192,0,0,11,3,0,34,1,4,8,2,7,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,1,1,24,322,322,166,0,11,0,31,3,3,-3,22,-5,3,0,1,1,6,0,6,1,4,0,22,0,-3
IGLJ2,1,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,188,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
SPATA25,12,17,192,0,0,11,2,1,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,1,24,322,322,163,-5,11,0,31,1,8,0,28,1,3,0,2,0,6,0,6,1,4,0,23,-1,-3
POLR2A,9,14,192,0,0,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,169,-5,11,0,34,0,8,0,29,2,3,0,2,0,6,0,7,0,4,0,24,0,-3
TDRD10,1,1,192,0,0,11,1,4,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,0,11,0,29,-3,8,0,29,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SPATA13,7,2,192,0,4,11,0,3,34,0,0,8,1,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,5,7,-4,31,-3,8,0,27,-2,3,0,2,0,6,0,7,0,4,0,23,1,-3
TBC1D3D,8,15,192,0,0,11,5,6,34,0,0,8,11,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,169,-7,11,0,23,-1,8,0,15,6,3,0,2,0,6,0,7,0,4,0,23,-1,-3
KCTD9,3,5,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,184,-2,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,0,-3
EEF1AKMT4,6,7,192,0,0,11,1,3,34,0,0,8,1,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,179,-1,11,0,30,-2,8,0,28,-1,3,0,2,0,6,0,7,0,4,0,23,1,-3
TEKT5,5,9,192,0,0,11,0,0,34,0,1,8,1,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,178,-4,11,0,34,0,7,-1,30,1,3,0,2,0,6,0,6,1,4,0,24,0,-3
SPACA6,5,6,192,0,0,11,1,2,34,0,1,8,0,1,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,181,-1,11,0,31,-1,7,-1,30,-1,3,0,2,0,6,0,6,1,4,0,24,0,-3
CYP26C1,0,0,192,0,0,11,0,5,34,0,0,8,3,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,29,-5,8,0,27,2,3,0,2,0,6,0,7,0,4,0,24,0,-3
MUC15,1,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,2,24,322,322,188,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,-1,-3
PRSS12,3,3,192,0,0,11,1,4,34,0,0,8,4,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,2,24,322,322,186,0,11,0,29,-3,8,0,25,2,3,0,2,0,6,0,7,0,4,0,22,-2,-3
SP100,1,3,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
BPIFA2,1,3,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
TEPP,3,6,192,1,1,11,0,0,34,0,1,8,1,1,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,2,0,24,322,322,183,-3,9,0,34,0,7,-1,29,0,3,0,2,0,6,0,6,-1,4,0,22,2,-3
EDAR,0,6,192,0,0,11,3,3,34,0,0,8,4,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,-6,11,0,28,0,8,0,25,2,3,0,1,1,6,0,7,0,4,0,24,0,-3
MPP3,3,1,192,0,0,11,0,2,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,188,2,11,0,32,-2,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,23,-1,-3
KCNK16,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
BLOC1S3,4,9,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,179,-5,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,-3
TCF21,2,5,192,0,0,11,0,0,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,-3,11,0,34,0,8,0,29,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
JAGN1,6,8,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,178,-2,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
TBC1D8,3,4,192,0,0,11,1,1,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,-1,11,0,32,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
IGLV8-61,4,5,192,0,0,11,0,2,34,0,0,8,0,0,31,0,1,3,0,0,2,0,0,6,0,0,7,2,0,4,0,1,24,322,322,183,-1,11,0,32,-2,8,0,31,0,2,-1,2,0,6,0,7,0,2,2,23,-1,-3
SSTR3,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
FSTL5,1,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,2,4,0,0,24,322,322,190,0,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,2,-2,24,0,-3
IGLV5-52,9,6,192,0,0,11,3,6,34,0,0,8,5,5,31,0,0,3,0,0,2,1,1,6,1,1,7,0,0,4,1,4,24,322,322,177,3,11,0,25,-3,8,0,21,0,3,0,2,0,4,0,5,0,4,0,19,-3,-3
BCL2L14,1,4,192,0,0,11,2,4,34,0,1,8,4,1,31,0,1,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,187,-3,11,0,28,-2,7,-1,26,3,2,-1,2,0,6,0,7,0,4,0,23,1,-3
JMJD7-PLA2G4B,15,18,192,0,0,11,1,0,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,1,7,0,1,4,0,0,24,322,322,159,-3,11,0,33,1,8,0,28,1,3,0,2,0,6,0,6,-1,3,-1,24,0,-3
EID2B,1,3,192,0,0,11,1,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,11,0,33,1,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
SRRD,2,4,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,-2,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
MRO,2,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,2,7,0,0,4,0,0,24,322,322,187,-1,11,0,34,0,8,0,31,0,3,0,2,0,6,0,5,-2,4,0,24,0,-3
EGFLAM,5,2,192,0,0,11,0,5,34,0,0,8,2,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,185,3,11,0,29,-5,8,0,27,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
KCNA5,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
